A,B,C,D,E,F,G,H,Gender
4.189189189,3.865546218,0.7743362832,2.68195502,1.940147949,2.699144174,1.935724963,2.5,M
2.939189189,2.81512605,0.4646017699,1.080219586,0.6254203093,0.9842001317,0.9641255605,2.142857143,F
2.77027027,2.521008403,0.5309734513,0.9651142199,0.7195696032,1.059907834,0.6900847035,1.607142857,M
3.581081081,3.403361345,0.7522123894,1.983353993,1.163416274,2.001316656,1.562032885,2.142857143,F
3.412162162,3.361344538,0.7300884956,2.009031344,1.23739072,1.974983542,1.362730443,2.142857143,F
3.885135135,3.865546218,0.7743362832,2.618204356,1.777067922,1.787360105,2.608370703,3.392857143,M
3.682432432,3.781512605,0.8185840708,2.70143439,2.316745124,2.419354839,1.736422521,2.142857143,M
3.648648649,3.949579832,0.685840708,2.010802196,1.23066577,1.55036208,1.836073742,3.392857143,M
3.581081081,3.697478992,0.8407079646,2.541172304,1.573638198,1.744568795,2.035376183,2.5,F
3.344594595,3.235294118,0.685840708,1.972728883,1.602219233,1.520737327,1.337817638,2.142857143,M
3.344594595,3.151260504,0.5309734513,1.876217461,1.166778749,1.096115866,1.53712008,2.5,M
3.445945946,2.941176471,0.6637168142,2.221533558,1.459314055,1.326530612,1.611858495,2.5,M
3.209459459,3.235294118,0.685840708,1.67168408,1.049092132,1.198156682,1.661684106,2.678571429,F
3.141891892,3.235294118,0.5973451327,1.694705153,0.7985877606,1.451612903,1.487294469,2.857142857,F
3.817567568,3.823529412,0.8407079646,2.852842217,2.086415602,2.373271889,2.334329846,2.321428571,M
3.614864865,3.487394958,0.6415929204,2.038250398,1.351714862,1.945358789,1.58694569,2.321428571,F
3.175675676,3.319327731,0.6637168142,1.728351337,1.128110289,1.25082291,1.487294469,1.785714286,M
3.47972973,3.277310924,0.5752212389,2.001947937,1.282784129,1.537195523,1.58694569,2.142857143,F
1.824324324,1.806722689,0.4203539823,0.345316097,0.2202420982,0.3258722844,0.341305431,1.428571429,M
3.209459459,3.151260504,0.685840708,1.386576944,0.9683927371,1.491112574,1.15346288,1.785714286,F
3.074324324,3.109243697,0.7522123894,1.676996635,1.168459987,1.573403555,1.377678127,2.857142857,F
3.074324324,3.361344538,0.7300884956,1.732778466,1.057498319,1.849901251,1.469855506,1.785714286,F
2.77027027,2.68907563,0.6194690265,0.9190720737,0.6691324815,0.8064516129,0.8395615346,1.25,I
2.094594595,1.848739496,0.5088495575,0.4719319993,0.3244788164,0.5398288348,0.4160438465,1.25,M
2.567567568,2.394957983,0.5973451327,0.8145918187,0.5598520511,1.036866359,0.5904334828,1.428571429,M
2.804054054,2.731092437,0.6194690265,1.343191075,0.8204438467,1.096115866,0.9142999502,1.607142857,M
3.074324324,2.983193277,0.7300884956,1.292721799,0.6321452589,1.115865701,1.53712008,1.785714286,M
2.905405405,2.773109244,0.6415929204,1.196210377,0.7901815736,1.175115207,0.9890383657,2.5,M
2.804054054,2.731092437,0.6194690265,1.127147158,0.7716879623,0.9315339039,0.9641255605,2.142857143,M
2.635135135,2.478991597,0.6194690265,1.015583496,0.6741761937,0.9874917709,0.9392127554,2.5,M
2.668918919,2.56302521,0.6415929204,0.9474057021,0.576664425,0.9019091508,0.9641255605,2.5,F
3.277027027,2.983193277,0.7300884956,1.643350452,1.175184936,1.556945359,1.487294469,2.142857143,M
2.905405405,2.773109244,0.6637168142,1.132459713,0.8238063215,0.9973666886,1.063776781,1.964285714,M
2.972972973,3.193277311,0.6415929204,1.55746414,0.9784801614,1.352863726,1.263079223,1.607142857,M
2.094594595,1.890756303,0.5530973451,0.4285461307,0.3396099529,0.2468729427,0.4160438465,0.8928571429,I
0.9459459459,0.8403361345,0.2654867257,0.08942801488,0.06724949563,0.1053324556,0.06726457399,0.7142857143,I
3.209459459,3.025210084,0.7743362832,1.841685851,1.104572966,1.527320606,1.43996014,2.5,M
2.972972973,2.81512605,0.5752212389,1.015583496,0.6607262946,0.8525345622,0.9118086697,1.428571429,F
2.837837838,2.773109244,0.5973451327,1.251992208,0.7061197041,0.9019091508,1.29795715,1.964285714,M
2.905405405,2.81512605,0.7079646018,1.136886843,0.8288500336,1.329822251,0.8071748879,1.428571429,F
3.547297297,3.445378151,0.7300884956,1.568089251,1.035642233,1.616194865,1.29795715,1.964285714,F
3.344594595,3.445378151,0.7079646018,1.578714362,1.054135844,1.691902567,1.302939711,1.607142857,F
2.77027027,2.68907563,0.5973451327,0.981051886,0.6439139206,0.8624094799,0.8320876931,1.607142857,F
2.668918919,2.647058824,0.796460177,0.8995927041,0.6405514459,0.8426596445,0.8021923269,1.428571429,M
3.378378378,3.319327731,0.7300884956,1.628298211,1.097848016,1.477946017,1.268061784,1.964285714,M
3.412162162,3.445378151,0.7079646018,1.828404463,1.055817081,1.708360764,1.803687095,1.964285714,M
2.972972973,2.941176471,0.6415929204,1.227200283,0.7195696032,1.073074391,1.158445441,2.5,M
3.074324324,2.983193277,0.685840708,1.263502745,0.9398117014,1.105990783,1.05879422,1.785714286,M
2.466216216,2.352941176,0.4867256637,0.6941738976,0.5245460659,0.6287030941,0.6003986049,1.428571429,M
3.006756757,3.067226891,0.7079646018,1.315742872,0.8540685945,1.030283081,1.429995017,1.785714286,M
2.364864865,2.43697479,0.4867256637,0.6454754737,0.4169468729,0.5299539171,0.5754857997,1.785714286,F
2.601351351,2.394957983,0.5973451327,0.8730299274,0.5531271015,0.7669519421,0.9142999502,1.607142857,M
2.533783784,2.352941176,0.5530973451,0.6144855676,0.3967720242,0.6912442396,0.5655206776,1.607142857,M
2.364864865,2.31092437,0.5752212389,0.7765185054,0.507733692,0.612244898,0.7648231191,1.428571429,M
1.993243243,1.848739496,0.4424778761,0.386045688,0.3127101547,0.292955892,0.3163926258,1.071428571,I
2.972972973,2.731092437,0.5973451327,1.167876749,0.9633490249,1.375905201,0.7648231191,1.607142857,M
2.22972973,2.100840336,0.5309734513,0.5604745883,0.4119031607,0.5924950625,0.4658694569,1.071428571,M
1.385135135,1.260504202,0.3097345133,0.1761997521,0.1344989913,0.1942067149,0.1420029895,0.8928571429,I
2.736486486,2.899159664,0.5530973451,1.340534797,0.7111634163,1.175115207,1.188340807,2.5,F
2.466216216,2.394957983,0.5752212389,0.739330618,0.5110961668,0.7570770244,0.6402590932,1.607142857,F
3.006756757,2.983193277,0.5088495575,1.425535683,0.9566240753,1.175115207,1.163428002,1.964285714,F
2.905405405,2.941176471,0.6194690265,1.545953604,0.8927370545,1.142198815,1.412556054,1.964285714,M
2.804054054,2.605042017,0.5752212389,1.206835488,0.5514458642,0.8624094799,1.013951171,3.571428571,F
1.081081081,1.008403361,0.2433628319,0.1151053657,0.08742434432,0.07899934167,0.0822122571,0.8928571429,I
1.216216216,1.092436975,0.2654867257,0.1522932531,0.1193678547,0.1349572087,0.1071250623,0.7142857143,I
1.621621622,1.554621849,0.3761061947,0.3001593767,0.2353732347,0.2238314681,0.2590931739,1.071428571,I
1.689189189,1.638655462,0.3539823009,0.3037010802,0.253866846,0.2238314681,0.2366716492,1.071428571,I
1.756756757,1.638655462,0.3539823009,0.3205241721,0.2437794217,0.2600394997,0.279023418,0.8928571429,I
1.858108108,1.806722689,0.3982300885,0.3603683372,0.2488231338,0.3752468729,0.3014449427,0.8928571429,I
1.858108108,1.638655462,0.3097345133,0.3152116168,0.2168796234,0.3127057275,0.2615844544,0.8928571429,I
1.925675676,2.058823529,0.3761061947,0.474588277,0.3950907868,0.418038183,0.3637269557,1.071428571,I
1.959459459,1.848739496,0.5973451327,0.4214627236,0.3597848016,0.2896642528,0.3587443946,1.071428571,I
1.993243243,1.848739496,0.6194690265,0.3887019656,0.322797579,0.2962475313,0.2989536622,0.8928571429,I
2.060810811,1.848739496,0.4203539823,0.2399504162,0.2858103564,0.3818301514,0.2939711011,1.071428571,I
2.094594595,1.974789916,0.4203539823,0.5489640517,0.477471419,0.4147465438,0.4210264076,0.8928571429,I
2.094594595,2.058823529,0.4424778761,0.5091198867,0.4051782112,0.4114549045,0.4409566517,1.071428571,I
2.162162162,1.974789916,0.4203539823,0.5613600142,0.4606590451,0.5233706386,0.4010961634,1.071428571,I
2.162162162,1.974789916,0.4203539823,0.5347972375,0.4236718225,0.5497037525,0.3761833582,0.8928571429,I
2.195945946,2.142857143,0.4424778761,0.538338941,0.4337592468,0.3917050691,0.4608868959,0.8928571429,I
2.263513514,2.268907563,0.4424778761,0.6941738976,0.6960322798,0.4279131007,0.5206776283,0.8928571429,I
2.297297297,2.226890756,0.4867256637,0.6578714362,0.585070612,0.4937458855,0.5356253114,1.071428571,I
2.297297297,2.100840336,0.4424778761,0.5719851248,0.5211835911,0.3291639236,0.4459392128,0.8928571429,M
2.364864865,2.268907563,0.4424778761,0.7012573048,0.3950907868,0.4213298223,0.4633781764,0.8928571429,I
2.466216216,2.605042017,0.5088495575,0.8836550381,0.8154001345,0.5497037525,0.7224713503,1.428571429,I
2.5,2.352941176,0.4424778761,0.8632902426,0.9196368527,0.5628703094,0.543099153,1.071428571,I
2.5,2.268907563,0.4424778761,0.6658402692,0.6002017485,0.655036208,0.4359740907,1.071428571,I
2.533783784,2.478991597,0.5752212389,0.9651142199,0.8204438467,0.9216589862,0.6925759841,1.25,I
2.668918919,2.68907563,0.5309734513,1.024437755,0.8910558171,0.612244898,0.8345789736,1.25,M
2.702702703,2.605042017,0.5530973451,0.964228794,0.7666442502,0.7768268598,0.8495266567,1.428571429,I
2.736486486,2.605042017,0.5973451327,1.12891801,0.9868863484,0.7406188282,0.8644743398,1.25,F
2.77027027,2.521008403,0.4646017699,0.8783424827,0.7279757902,0.6287030941,0.7523667165,1.428571429,I
2.804054054,2.773109244,0.5530973451,1.07490703,1.027236046,0.6287030941,0.8769307424,1.25,M
2.837837838,2.983193277,0.5530973451,1.334336816,1.124747814,0.8459512837,1.05879422,1.428571429,F
2.871621622,2.899159664,0.5530973451,1.054542235,0.9045057162,0.836076366,0.8196312905,1.428571429,M
2.905405405,3.235294118,0.6194690265,1.461838144,1.144922663,1.217906517,1.183358246,1.25,M
3.040540541,2.857142857,0.5752212389,1.34850363,1.131472764,0.9348255431,1.113602392,1.25,M
3.141891892,2.941176471,0.5530973451,1.574287232,1.615669132,1.257406188,0.9990034878,1.428571429,M
3.141891892,3.067226891,0.6194690265,1.421993979,1.23739072,1.132323897,1.038863976,1.785714286,F
3.175675676,3.235294118,0.5973451327,1.622985656,1.439139206,1.323238973,1.175884405,1.607142857,F
3.209459459,3.151260504,0.5530973451,1.630954489,1.3533961,1.148782093,1.402590932,1.25,F
3.209459459,3.319327731,0.6637168142,1.792987427,1.365164761,1.323238973,1.425012456,1.607142857,M
3.209459459,3.319327731,0.6637168142,1.545953604,1.213853396,1.152073733,1.370204285,1.607142857,F
3.243243243,3.193277311,0.6415929204,1.711528245,1.672831204,1.102699144,1.180866966,1.428571429,M
3.310810811,3.319327731,0.685840708,1.872675757,1.588769334,1.576695194,1.312904833,1.607142857,M
3.344594595,3.361344538,0.6637168142,1.682309191,1.306321453,1.415404872,1.360239163,1.428571429,M
3.344594595,3.193277311,0.5752212389,1.330795112,1.170141224,1.152073733,0.9591429995,1.607142857,M
3.378378378,3.445378151,0.6194690265,1.692934301,1.482851379,1.191573404,1.340308919,1.428571429,F
3.47972973,3.529411765,0.7300884956,1.903665663,1.524882313,1.603028308,1.534628799,1.428571429,M
3.47972973,3.403361345,0.5752212389,1.947936958,1.526563551,1.349572087,1.6367713,1.964285714,M
3.513513514,3.571428571,0.6637168142,1.962103772,1.671149966,1.497695853,1.6367713,1.607142857,F
3.513513514,3.571428571,0.7079646018,2.138303524,1.753530599,1.945358789,1.58694569,1.25,F
3.513513514,3.529411765,0.7079646018,2.016114751,1.835911231,1.517445688,1.342800199,0.8928571429,F
3.513513514,3.445378151,0.6194690265,1.967416327,1.736718225,1.603028308,1.512207275,1.964285714,F
3.547297297,3.529411765,0.7743362832,2.377368514,1.84263618,1.889400922,1.786248132,1.785714286,M
3.547297297,3.529411765,0.685840708,2.13918895,2.192333557,1.112574062,1.589436971,1.607142857,F
3.547297297,3.697478992,0.7743362832,2.280857092,2.034297243,1.813693219,1.709018435,1.785714286,M
3.581081081,3.529411765,0.7743362832,2.443775456,2.044384667,1.527320606,1.978076731,1.607142857,F
3.581081081,3.361344538,0.7079646018,1.950593235,1.412239408,1.98156682,1.611858495,1.428571429,M
3.648648649,3.739495798,0.7743362832,2.434921197,1.874579691,2.169190257,1.447433981,1.964285714,F
3.648648649,3.907563025,0.6637168142,2.375597662,2.111634163,1.711652403,1.711509716,1.607142857,F
3.648648649,3.823529412,0.6637168142,2.291482203,1.829186281,2.179065174,1.58694569,1.428571429,M
3.648648649,3.781512605,0.7300884956,2.369399681,1.783792872,1.849901251,2.035376183,1.964285714,M
3.682432432,3.781512605,0.7079646018,2.426952364,2.109952925,1.807109941,1.8285999,1.785714286,F
3.682432432,3.739495798,0.7300884956,2.310961573,2.133490249,1.672152732,1.562032885,1.428571429,M
3.716216216,3.655462185,0.685840708,2.136532672,1.560188299,1.063199473,2.040358744,1.785714286,F
3.716216216,3.655462185,0.8849557522,2.444660882,1.978816409,1.872942725,1.890881913,1.785714286,F
3.75,3.781512605,0.7300884956,2.227731539,1.518157364,1.81040158,2.015445939,2.321428571,M
3.783783784,3.823529412,0.7522123894,2.396847884,2.078009415,2.004608295,1.935724963,1.428571429,M
3.783783784,3.739495798,0.6637168142,2.433150345,2.180564896,2.373271889,1.53712008,1.607142857,F
3.783783784,3.613445378,0.7300884956,2.288825925,2.242770679,1.711652403,1.34529148,1.428571429,F
3.817567568,3.823529412,0.7300884956,2.627944041,2.550437122,2.182356814,1.591928251,1.25,F
3.885135135,3.949579832,0.7743362832,2.60226669,2.266308003,2.07044108,1.980568012,1.785714286,M
3.918918919,3.907563025,0.7300884956,2.49247388,1.967047747,1.912442396,2.010463378,1.428571429,M
3.918918919,4.411764706,0.907079646,3.680715424,3.221250841,2.244897959,2.987045341,2.857142857,M
3.952702703,3.991596639,0.7522123894,2.458827696,1.982178884,1.392363397,2.249626308,2.5,M
3.952702703,3.907563025,0.8407079646,2.755445369,2.535305985,1.958525346,1.985550573,1.607142857,M
4.02027027,4.453781513,0.7079646018,2.314503276,1.827505044,1.935483871,2.050323866,1.607142857,F
4.054054054,3.949579832,0.7522123894,3.200814592,2.632817754,2.570770244,2.25959143,1.964285714,F
4.054054054,3.949579832,0.685840708,2.614662653,2.108271688,2.238314681,2.085201794,1.428571429,F
4.087837838,4.243697479,0.8628318584,3.144147335,2.891728312,2.116524029,2.060288989,1.785714286,F
4.121621622,4.075630252,0.7079646018,2.949353639,2.797579018,2.481895984,2.359242651,1.785714286,F
4.189189189,4.243697479,0.9734513274,3.24420046,2.839609953,2.774851876,2.25959143,1.785714286,F
4.425675676,4.537815126,1.017699115,5,3.851714862,2.755102041,4.461883408,2.857142857,M
0.8783783784,0.7142857143,0.2212389381,0.07791747831,0.05211835911,0.07570770244,0.05979073244,0.8928571429,I
1.114864865,1.008403361,0.2433628319,0.1213033469,0.08069939475,0.08887425938,0.09715994021,0.7142857143,I
1.114864865,1.008403361,0.2876106195,0.1142199398,0.1008742434,0.08558262014,0.07722969606,0.3571428571,I
1.216216216,1.134453782,0.2212389381,0.1434389942,0.09583053127,0.1382488479,0.1270553064,0.8928571429,I
1.216216216,1.050420168,0.2433628319,0.1434389942,0.1008742434,0.1382488479,0.09217737917,0.5357142857,I
1.283783784,1.176470588,0.2654867257,0.1593766602,0.1126429052,0.1612903226,0.1145989038,0.8928571429,I
1.385135135,0.5462184874,0.3318584071,0.2036479547,0.1496301278,0.1876234365,0.1644245142,0.5357142857,I
1.486486486,1.470588235,0.3539823009,0.2842217106,0.215198386,0.3258722844,0.1843547583,0.7142857143,I
1.52027027,1.512605042,0.3539823009,0.2284398796,0.1647612643,0.1711652403,0.206776283,0.5357142857,I
1.52027027,1.470588235,0.4203539823,0.2417212679,0.184936113,0.236998025,0.1768809168,0.8928571429,I
1.554054054,1.386554622,0.3097345133,0.2461483974,0.2051109617,0.2007899934,0.1768809168,0.7142857143,I
1.621621622,1.512605042,0.3318584071,0.2594297857,0.1933422999,0.2435813035,0.2042850025,0.8928571429,I
1.621621622,1.470588235,0.3097345133,0.2514609527,0.1748486886,0.1974983542,0.1918285999,1.25,I
1.655405405,1.554621849,0.3982300885,0.2753674517,0.2320107599,0.1711652403,0.2042850025,0.7142857143,I
1.689189189,1.554621849,0.3318584071,0.3276075792,0.2740416947,0.2896642528,0.2416542103,0.8928571429,I
1.722972973,1.764705882,0.3761061947,0.3435452453,0.2572293208,0.1974983542,0.2142501246,0.8928571429,I
1.756756757,1.638655462,0.3318584071,0.3196387462,0.2336919973,0.2863726136,0.2665670154,1.071428571,I
1.756756757,1.638655462,0.3318584071,0.3258367275,0.3143913921,0.2468729427,0.2142501246,1.071428571,I
1.790540541,1.638655462,0.3318584071,0.3125553391,0.2202420982,0.2962475313,0.2167414051,0.7142857143,I
1.790540541,1.638655462,0.3097345133,0.3904728174,0.3463349025,0.2764976959,0.2665670154,1.071428571,I
1.824324324,1.764705882,0.4424778761,0.4312024084,0.369872226,0.3489137591,0.3163926258,1.071428571,I
1.993243243,1.974789916,0.4203539823,0.4374003896,0.3480161399,0.3785385122,0.3263577479,0.8928571429,I
1.993243243,1.890756303,0.4203539823,0.5038073313,0.5026899798,0.4509545754,0.3886397608,1.071428571,I
2.027027027,1.890756303,0.3982300885,0.3771914291,0.2790854069,0.3917050691,0.2665670154,0.8928571429,I
2.094594595,1.764705882,0.3539823009,0.4409420931,0.4135843981,0.2402896643,0.341305431,0.8928571429,I
2.263513514,2.142857143,0.3982300885,0.5967770498,0.5178211163,0.4542462146,0.4409566517,1.071428571,I
2.263513514,2.100840336,0.3982300885,0.6224544006,0.5245460659,0.487162607,0.4907822621,1.071428571,I
2.263513514,2.142857143,0.3982300885,0.587037365,0.546402152,0.3982883476,0.4459392128,0.8928571429,I
2.297297297,2.31092437,0.3982300885,0.6330795112,0.5682582381,0.5299539171,0.4409566517,0.8928571429,I
2.331081081,2.226890756,0.5088495575,0.6622985656,0.5648957633,0.6023699803,0.4907822621,0.7142857143,I
2.331081081,2.18487395,0.4424778761,0.6047458828,0.5245460659,0.5200789993,0.4409566517,0.8928571429,I
2.364864865,2.394957983,0.4424778761,0.6729236763,0.5480833894,0.6287030941,0.4907822621,0.8928571429,I
2.364864865,2.18487395,0.4424778761,0.6640694174,0.5497646268,0.4707044108,0.5156950673,0.8928571429,I
2.398648649,2.268907563,0.4424778761,0.6419337701,0.5262273033,0.5398288348,0.5156950673,1.071428571,I
2.398648649,2.268907563,0.3982300885,0.7490703028,0.7262945528,0.5694535879,0.4658694569,1.071428571,I
2.432432432,2.268907563,0.5309734513,0.7039135824,0.606926698,0.3982883476,0.553064275,1.25,I
2.432432432,2.394957983,0.5088495575,0.69151762,0.6102891728,0.5102040816,0.5630293971,0.8928571429,I
2.466216216,2.43697479,0.5752212389,0.7924561714,0.6993947545,0.5464121132,0.6601893373,0.8928571429,I
2.466216216,2.268907563,0.3982300885,0.6162564193,0.4942837929,0.4377880184,0.5156950673,1.071428571,I
2.5,2.352941176,0.4867256637,0.7676642465,0.6775386685,0.7175773535,0.5879422023,0.8928571429,F
2.5,2.478991597,0.5752212389,0.739330618,0.5665770007,0.6188281764,0.5879422023,1.071428571,I
2.533783784,2.56302521,0.5752212389,0.8429254471,0.6388702085,0.8327847268,0.6751370204,1.071428571,I
2.533783784,2.521008403,0.4646017699,0.7836019125,0.6590450572,0.6089532587,0.6576980568,1.25,I
2.533783784,2.43697479,0.4867256637,0.8287586329,0.7885003362,0.5595786702,0.5580468361,1.071428571,I
2.533783784,2.352941176,0.4646017699,0.788029042,0.7817753867,1.003949967,0.5854509218,1.071428571,I
2.567567568,2.521008403,0.5530973451,0.9394368691,0.753194351,0.8262014483,0.7224713503,1.071428571,I
2.567567568,2.68907563,0.5309734513,0.876571631,0.7885003362,0.6912442396,0.6377678127,0.8928571429,I
2.601351351,2.56302521,0.4424778761,0.8172480963,0.7784129119,0.6089532587,0.5655206776,1.071428571,I
2.601351351,2.43697479,0.4646017699,0.7915707455,0.6556825824,0.6188281764,0.6228201295,1.071428571,I
2.635135135,2.605042017,0.5088495575,0.8234460776,0.7750504371,0.6056616195,0.5555555556,1.071428571,I
2.635135135,2.647058824,0.5088495575,0.9420931468,0.8742434432,0.6418696511,0.7050323866,1.071428571,I
2.635135135,2.43697479,0.4867256637,0.7782893572,0.5867518494,0.5924950625,0.5904334828,1.071428571,I
2.635135135,2.478991597,0.5530973451,0.8500088543,0.7700067249,0.6945358789,0.5381165919,0.8928571429,F
2.668918919,2.605042017,0.5309734513,1.080219586,1.096166779,0.9842001317,0.6900847035,1.25,M
2.668918919,2.605042017,0.5309734513,1.027094032,0.9717552118,0.6023699803,0.7199800698,1.25,F
2.702702703,2.647058824,0.5530973451,0.9474057021,0.7431069267,0.7965766952,0.7399103139,1.428571429,M
2.702702703,2.56302521,0.5309734513,1.043917124,1.087760592,0.7208689928,0.6253114101,0.8928571429,F
2.736486486,2.68907563,0.5088495575,1.194439525,1.074310693,0.6978275181,0.8395615346,0.8928571429,M
2.736486486,2.773109244,0.6415929204,1.129803435,0.9801613988,0.9216589862,0.7772795217,0.8928571429,M
2.736486486,2.56302521,0.4424778761,0.7738622277,0.6489576328,0.6484529296,0.5655206776,1.25,M
2.736486486,2.605042017,0.5309734513,1.061625642,1.045729657,0.7669519421,0.6900847035,1.071428571,M
2.77027027,2.647058824,0.5088495575,0.843810873,0.6674512441,0.6254114549,0.6352765321,1.071428571,F
2.804054054,2.773109244,0.5530973451,1.145741101,1.072629455,0.8130348914,0.8370702541,1.25,M
2.837837838,2.857142857,0.5973451327,1.118292899,1.017148621,0.849242923,0.7374190334,1.25,M
2.837837838,2.899159664,0.5973451327,1.076677882,0.9112306658,0.9414088216,0.7100149477,1.071428571,M
2.871621622,2.81512605,0.5973451327,1.164335045,1.054135844,1.007241606,0.7722969606,0.8928571429,M
2.871621622,2.773109244,0.5309734513,0.9881352931,0.9498991258,0.6747860434,0.6651718984,1.25,I
2.871621622,2.773109244,0.5973451327,1.134230565,1.070948218,0.8459512837,0.7573492775,1.071428571,M
2.871621622,2.899159664,0.5530973451,1.187356118,1.126429052,0.7867017775,0.9018435476,1.071428571,M
2.905405405,2.81512605,0.5752212389,1.190012396,1.060860794,0.9249506254,0.8819133034,1.428571429,F
2.905405405,2.81512605,0.6637168142,1.209491766,1.213853396,0.8591178407,0.7698056801,1.25,I
2.905405405,2.983193277,0.5530973451,1.133345139,0.9683927371,0.8722843976,0.7648231191,1.428571429,M
2.905405405,2.521008403,0.5530973451,1.060740216,0.8372562206,0.7899934167,0.9142999502,1.25,I
2.939189189,2.81512605,0.5973451327,1.358243315,1.319771352,0.9545753785,0.9392127554,1.25,M
2.939189189,2.68907563,0.4424778761,1.020896051,0.7969065232,0.8031599737,0.8644743398,1.071428571,I
2.939189189,2.941176471,0.5973451327,1.358243315,1.225622058,1.040157999,0.889387145,1.071428571,I
2.939189189,2.941176471,0.6637168142,1.242252523,1.163416274,0.8788676761,0.9317389138,1.25,M
2.939189189,2.983193277,0.6415929204,1.406056313,1.296234028,1.191573404,0.9666168411,1.25,M
2.972972973,3.151260504,0.6194690265,1.473348681,1.23066577,1.313364055,1.138515197,1.25,F
2.972972973,2.81512605,0.685840708,1.258190189,1.239071957,0.8986175115,0.7648231191,1.071428571,M
3.040540541,3.025210084,0.6194690265,1.278554985,1.165097512,1.135615537,0.8644743398,1.25,F
3.040540541,2.899159664,0.6194690265,1.293607225,1.119704102,1.03357472,0.8395615346,1.785714286,M
3.074324324,3.109243697,0.5752212389,1.339649371,1.089441829,1.29361422,1.013951171,1.25,F
3.074324324,3.109243697,0.6637168142,1.500796883,1.099529254,1.524028966,0.9990034878,1.25,F
3.074324324,2.941176471,0.5530973451,1.150168231,0.9095494284,1.053324556,0.9192825112,1.071428571,M
3.108108108,2.899159664,0.5973451327,1.451213033,1.319771352,1.287030941,1.013951171,1.25,F
3.108108108,3.151260504,0.6194690265,1.265273597,0.9566240753,1.046741277,1.066268062,1.25,M
3.108108108,3.193277311,0.6194690265,1.544182752,1.252521856,1.504279131,1.086198306,1.25,M
3.209459459,3.277310924,0.685840708,1.750486984,1.825823806,1.168531929,1.078724464,1.428571429,F
3.209459459,3.151260504,0.6194690265,1.431733664,1.234028245,1.056616195,1.362730443,1.428571429,F
3.277027027,3.361344538,0.7079646018,1.708871967,1.518157364,1.359447005,1.357747882,1.428571429,F
3.310810811,2.899159664,0.5752212389,1.231627413,1.030598521,1.092824226,0.889387145,1.25,F
3.344594595,3.319327731,0.685840708,2.112626173,1.88802959,1.685319289,1.462381664,1.607142857,M
3.344594595,3.319327731,0.685840708,2.109969896,1.721587088,1.37919684,1.701544594,1.607142857,M
3.344594595,3.361344538,0.6637168142,1.956791217,1.812373907,1.675444371,1.337817638,1.25,F
3.344594595,3.277310924,0.6194690265,1.879759164,1.766980498,1.441737986,1.188340807,1.25,M
3.344594595,3.403361345,0.7522123894,1.596422879,1.366845999,1.270572745,1.05879422,1.071428571,M
3.378378378,3.529411765,0.7079646018,1.969187179,1.662743779,1.803818302,1.437468859,1.428571429,M
3.378378378,3.403361345,0.7079646018,1.949707809,1.805648958,1.451612903,1.233183857,1.428571429,F
3.412162162,3.403361345,0.6637168142,1.971843457,1.871217216,1.481237656,1.437468859,1.071428571,F
3.412162162,3.403361345,0.796460177,1.858508943,1.373570948,1.705069124,1.367713004,1.25,F
3.412162162,3.361344538,0.6637168142,1.788560298,1.672831204,1.389071758,1.405082212,1.607142857,M
3.412162162,3.319327731,0.6415929204,2.00991677,1.874579691,1.445029625,1.437468859,1.25,F
3.412162162,3.655462185,0.5752212389,2.003718789,1.967047747,1.685319289,1.173393124,1.428571429,M
3.47972973,3.445378151,0.685840708,2.008145918,1.760255548,1.718235681,1.362730443,1.785714286,M
3.47972973,3.487394958,0.7079646018,2.132105543,1.607262946,1.59315339,1.532137519,1.25,M
3.47972973,3.361344538,0.6415929204,1.878873738,1.729993275,1.606319947,1.238166418,1.25,F
3.513513514,3.487394958,0.685840708,1.981583141,1.514794889,1.168531929,0.7648231191,1.785714286,F
3.513513514,3.319327731,0.6637168142,1.969187179,1.968728985,1.448321264,1.238166418,1.785714286,F
3.513513514,3.529411765,0.7300884956,2.144501505,2.084734364,1.599736669,1.357747882,1.428571429,M
3.513513514,3.403361345,0.6194690265,1.775278909,1.561869536,1.375905201,1.245640259,1.428571429,F
3.513513514,3.361344538,0.6637168142,1.845227554,1.738399462,1.448321264,1.337817638,1.428571429,M
3.581081081,3.655462185,0.6637168142,2.005489641,1.766980498,1.737985517,1.462381664,1.428571429,F
3.581081081,3.529411765,0.685840708,2.052417213,1.9199731,1.612903226,1.362730443,1.428571429,M
3.581081081,3.487394958,0.7300884956,2.177262263,2.022528581,1.721527321,1.449925262,1.785714286,M
3.614864865,3.487394958,0.6637168142,2.05507349,1.896435777,1.695194207,1.529646238,1.785714286,M
3.614864865,3.529411765,0.685840708,2.064813175,1.859448554,1.570111916,1.63428002,1.607142857,M
3.648648649,3.571428571,0.7079646018,2.214450151,1.963685272,1.705069124,1.6367713,1.25,F
3.682432432,3.823529412,0.796460177,2.354347441,1.993947545,1.813693219,1.925759841,1.785714286,F
3.716216216,3.571428571,0.7522123894,2.391535328,2.093140551,1.826859776,1.811160937,1.607142857,F
3.716216216,3.655462185,0.7743362832,2.356118293,1.914929388,1.780776827,2.010463378,1.607142857,M
3.716216216,3.529411765,0.7743362832,2.021427307,1.595494284,1.626069783,1.73143996,1.607142857,F
3.716216216,3.739495798,0.7300884956,2.277315389,1.923335575,1.994733377,1.562032885,1.428571429,F
