A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
0.5372338486,0.5372338486,5.909572334,4.413446252,4.012223865,3.611001479,2.463925869,1.847944402,10.80473965,11.26933782,1.036479238,0.06596564125,0,0,0,4.11E-17,0.167758255,0.03978519984,1,0
0.5372338486,0.5372338486,5.909572334,4.413446252,4.413446252,4.413446252,3.387898069,1.539953668,27.10474299,15.55740096,4.747111645,0.3430169673,0.0009414325289,-2.31E-19,-5.65E-35,3.94E-17,0.1610502038,0.02571343467,0,0
0.5372338486,0.5372338486,28.47339397,21.26478649,20.06111933,17.25256262,12.62762008,9.239722008,13.61135388,22.84802196,3.894726651,1.058886863,0.01788360372,0.0004665497453,-1.14E-19,3.99E-17,0.1627691857,0.03964139277,0,0
0.5372338486,0.5372338486,46.73934482,32.09779092,27.68434467,22.86967603,13.55159228,8.315749807,39.14232181,32.06394677,12.50556078,2.643515166,0.08212580692,0.002992062731,-7.33E-19,3.95E-17,0.1614200804,0.04727779173,0.00E+00,1
0.5372338486,0.5372338486,47.81381252,32.9002357,30.09167899,25.27701035,15.39953668,8.007759073,31.34117493,37.08807363,12.08795223,5.637094351,0.3345477928,0.1895631674,0.1081135414,0.1738435485,0.1582304275,0.03445245602,1,1
0.5372338486,0.5372338486,43.51594173,30.09167899,28.48678944,26.07945512,17.24748108,11.08766641,12.72217446,11.93788304,4.01231188,0.5718668317,0.01152549552,0.002368289637,0.0006315037439,0.0009582059816,0.1669127791,0.03497619405,0.00E+00,1
0.5372338486,0.5372338486,30.08509552,22.06723126,21.66600887,18.85745217,12.62762008,10.16369421,8.980882899,13.71250206,1.574433553,0.1112965486,0.0006489730049,-1.59E-19,-3.89E-35,4.32E-17,0.1762495748,0.03545209794,0.00E+00,1
0.5372338486,0.5372338486,48.35104637,30.89412376,25.67823274,19.65989694,12.01163861,7.391777606,48.63015222,47.10373757,25.16360695,6.986243137,0.2709594821,0.1187868582,0.06488796347,0.05494526764,0.1559170227,0.03620678036,1,1
0.5372338486,0.5372338486,2.686169243,2.006111933,2.006111933,1.604889546,1.231962934,0.6159814672,30.42162733,18.41474219,7.342899017,0.3039008353,0.0005891357662,0.0001963785887,9.82E-05,0.0002979731161,0.1570863692,0.02949903381,1,0
0.5372338486,0.5372338486,20.95212009,15.64767307,14.8452283,14.44400592,10.16369421,8.315749807,4.753216064,6.058555221,1.097516731,0.2208101286,0.005935332008,-1.45E-18,-3.56E-34,3.86E-17,0.1577188765,0.03697182177,0,0
0.5372338486,0.5372338486,6.446806183,4.814668638,4.413446252,4.012223865,2.771916602,2.771916602,46.01428374,21.45509428,8.865641595,0.2990734666,0.0007191512429,-1.76E-19,-4.31E-35,4.05E-17,0.1653546661,0.03398355968,1,1
0.5372338486,0.5372338486,30.08509552,22.46845365,22.06723126,21.26478649,12.93561081,8.623740541,16.50426464,18.14833661,10.01349633,3.635071657,0.09321778365,0.02291987118,-5.61E-18,3.53E-17,0.1440224722,0.03547738605,0,0
0.5372338486,0.5372338486,5.372338486,4.012223865,4.012223865,4.012223865,2.771916602,2.463925869,37.14403882,16.46696693,8.72128916,1.51025256,0,0,0,4.07E-17,0.165971635,0.03237974528,0,0
0.5372338486,0.5372338486,40.29253864,29.6904566,28.48678944,26.48067751,18.78743475,14.78355521,9.587126623,15.20929796,2.694782864,0.2501111148,0.001379971218,-3.38E-19,-8.28E-35,3.60E-17,0.1470564357,0.03536343723,0,0
0.5372338486,0.5372338486,25.78722473,18.85745217,18.45622978,17.25256262,12.62762008,8.315749807,12.36883826,12.8465823,5.053049079,1.336290919,0.03951556869,0.008883319994,-2.18E-18,4.12E-17,0.1684084336,0.03485950314,0.00E+00,1
0.5372338486,0.5372338486,8.595741577,6.018335798,6.018335798,5.215891025,3.695888803,3.079907336,18.32557708,26.19935805,8.023909061,0.2778348917,0.00223365585,0.0001942702296,0.0001942702296,4.07E-17,0.1662229927,0.03300829184,1,0
0.5372338486,0.5372338486,9.132975425,6.820780571,6.419558184,5.617113411,3.387898069,2.771916602,23.53356025,18.84790196,10.32362621,1.588316017,0.007353956476,0.0001021048184,-2.50E-20,4.03E-17,0.1645954136,0.03378521561,1,1
0.5372338486,0.5372338486,25.24999088,16.04889546,13.64156114,10.03055966,5.543833205,3.387898069,28.38192143,45.11427544,22.88336555,4.001787914,0.08077987064,0.01566139325,0.004945708415,0.007191572016,0.1593287844,0.03158058016,1,1
0.5372338486,0.5372338486,1.611701546,1.20366716,1.20366716,0.8024447731,0.6159814672,0.6159814672,1.584627108,1.153716776,0.06135914897,0.004037084479,0.000193065453,0.000193065453,0.000193065453,0.0005858919245,0.1557927149,0.03895495777,1,1
0.5372338486,0.5372338486,8.595741577,6.419558184,6.018335798,5.215891025,3.695888803,3.079907336,25.34819792,35.61965323,5.363288986,0.3559672154,0.002255141033,0.0002941662909,0.0001960773946,0.0002976684401,0.1598196175,0.03719423524,0,0
0.5372338486,0.5372338486,30.08509552,22.46845365,22.06723126,21.26478649,15.09154595,9.547712741,11.07906577,13.12736921,4.977395107,1.450698215,0.03682500131,-9.02E-18,-2.21E-33,3.76E-17,0.1536048367,0.02722158081,0.00E+00,1
0.5372338486,0.5372338486,11.28191082,8.024447731,7.623225344,6.820780571,4.619861004,3.695888803,36.61707098,35.95738511,10.51345065,1.022446443,0.001654359093,0.0008758726013,0.0005839150675,0.001771995545,0.152612507,0.03248546785,1,0
0.5372338486,0.5372338486,4.835104637,3.611001479,3.611001479,3.611001479,2.771916602,1.847944402,33.75401592,59.87476751,15.24904732,0.6775608443,0.002084966335,-5.11E-19,-1.25E-34,4.37E-17,0.1783021769,0.02720634701,1,0
0.5372338486,0.5372338486,41.90424019,30.89412376,30.09167899,28.48678944,17.24748108,11.08766641,3.073922152,1.80382595,0.6895444429,0.4181838355,0.01896238078,0.01598487577,0.0109699931,0.02187664995,0.1754827053,0.03329042181,0.00E+00,1
0.5372338486,0.5372338486,29.54786167,22.06723126,22.06723126,21.66600887,15.70752741,13.55159228,13.74752459,19.66070891,6.325887982,0.8346846425,0.0008020800334,-1.96E-19,-4.81E-35,4.29E-17,0.1750427532,0.02628866293,0,0
0.5372338486,0.5372338486,7.52127388,5.215891025,4.814668638,4.012223865,3.079907336,2.155935135,3.970209374,4.331983968,0.2367417892,0.145183871,0.01375975375,0.01188341457,-2.91E-18,3.98E-17,0.1624313,0.02799576249,1,0
0.5372338486,0.5372338486,8.058507728,6.018335798,6.018335798,5.215891025,3.387898069,2.463925869,36.6954728,34.85337814,10.34239652,0.6555160283,0.0003962711093,0.0003962711093,0.0003962711093,0.001202556124,0.1521835232,0.03457402174,1,0
0.5372338486,0.5372338486,22.02658779,15.64767307,14.04278353,12.83911637,7.69976834,5.851823938,40.38500929,41.21626923,26.9547094,19.51505137,1.974449666,0.01733412518,0.0008205532749,0.0006224530431,0.1572326136,0.02988140218,1,1
0.5372338486,0.5372338486,35.457434,26.48067751,23.27089842,19.65989694,13.85958301,9.239722008,5.235122389,6.068178045,2.483477142,1.438203997,0.1228289842,0.09622611086,0.07539994065,0.104258295,0.156580607,0.04705476891,0.00E+00,1
0.5372338486,0.5372338486,27.93616012,20.8635641,19.65989694,18.05500739,12.01163861,7.391777606,10.27553273,12.38331866,3.561655844,0.8062881582,0.01435561619,0.0115160581,0.007887672518,3.95E-17,0.1613350758,0.03638379711,0.00E+00,1
0.5372338486,0.5372338486,15.04254776,10.43178205,8.826892504,6.820780571,4.003879537,3.387898069,42.69697376,58.51769993,19.18597062,2.04782139,0.01025315101,0.0005859230285,0.0005859230285,0.001778089065,0.1462383806,0.02874435139,1,1
0.5372338486,0.5372338486,11.28191082,7.222002958,6.419558184,5.215891025,3.387898069,2.771916602,16.67797295,20.74012721,5.863924414,0.2729504142,0.0004899424913,0.000391953993,0.000391953993,0.001189455056,0.1610797573,0.02200461387,0.00E+00,1
0.5372338486,0.5372338486,6.446806183,4.814668638,4.814668638,4.413446252,3.387898069,1.847944402,4.117695972,2.193987027,0.383515467,0.08551362925,0.0006195563758,0.0003098283869,-7.59E-20,4.31E-17,0.1761715777,0.03008279301,1,1
0.5372338486,0.5372338486,11.81914467,8.826892504,8.425670117,8.425670117,5.235842471,4.003879537,73.93020749,43.25253954,21.86809214,1.606610132,0.005332140515,0.0006272870257,-1.54E-19,4.06E-17,0.1659390347,0.03997745039,0.00E+00,1
0.5372338486,0.5372338486,43.51594173,30.89412376,30.09167899,27.28312228,18.17145328,13.24360154,14.21041957,15.81931679,5.418508944,0.778484597,0.01507486783,0.004922416067,0.00169210876,0.003267649969,0.1500337294,0.03781150879,0.00E+00,1
0.5372338486,0.5372338486,25.78722473,18.85745217,18.45622978,17.65378501,13.55159228,10.47168494,11.06955224,18.4100282,0.1394209266,-3.41E-17,0,0,0,3.92E-17,0.1602370236,0.03137797063,0.00E+00,1
0.5372338486,0.5372338486,27.93616012,20.8635641,20.06111933,18.45622978,13.85958301,11.08766641,8.107449514,11.09649988,2.329257492,0.274255517,0.004727242255,0.002744882728,0.001067432084,0.001388408476,0.1526216472,0.04442541513,0,0
0.5372338486,0.5372338486,40.82977249,26.8818999,25.67823274,23.67212081,17.86346255,12.93561081,2.987190421,0.6670192416,0.147660543,0.04200684241,0.0001522034461,0.0001522034461,-3.73E-20,3.76E-17,0.1533610959,0.03094045591,0.00E+00,1
0.5372338486,0.5372338486,4.835104637,3.209779092,2.808556706,2.808556706,1.847944402,0.9239722008,62.00259461,24.26024484,9.71183197,0.3025008312,0.0005136364315,0.0001027072067,-2.52E-20,3.93E-17,0.160272366,0.03616473508,1,1
0.5372338486,0.5372338486,26.32445858,19.65989694,19.25867455,18.85745217,12.62762008,9.547712741,7.298489677,7.826432055,2.692482557,0.2946139453,0.00031585227,-7.74E-20,-1.89E-35,4.33E-17,0.1767830624,0.02875714778,0.00E+00,1
0.5372338486,0.5372338486,16.65424931,12.0366716,10.03055966,9.22811489,6.159814672,4.31187027,27.18913029,19.51620027,7.595776546,2.375203998,0.1162629516,0.08305980999,0.06307547744,0.08875790409,0.1698428481,0.02716430172,0.00E+00,1
0.5372338486,0.5372338486,25.78722473,18.85745217,18.85745217,18.05500739,13.55159228,10.77967568,3.411919499,4.667752324,0.3996931991,0.02291236504,0,0,0,3.77E-17,0.1537471203,0.03093984656,0,0
0.5372338486,0.5372338486,4.297870788,3.209779092,2.808556706,2.808556706,1.847944402,1.231962934,37.23045978,44.45635328,7.149133239,0.3920389474,0.0007893294809,0.0004933560251,0.0004933560251,0.001497177804,0.1634757293,0.03353507663,1,0
0.5372338486,0.5372338486,23.63828934,17.65378501,17.25256262,15.64767307,11.70364788,9.855703475,11.81231933,20.32668592,8.843545549,1.867661771,0.04165013166,0.01378013456,0.0004645417843,4.01E-17,0.1635692648,0.0281922785,0,0
0.5372338486,0.5372338486,23.63828934,17.65378501,17.65378501,17.65378501,12.93561081,8.931731274,7.786615259,10.12158387,1.375537226,0.1556969194,0,0,0,3.74E-17,0.1524952067,0.04388004511,0,0
0.5372338486,-3.68E-15,14.50531391,10.43178205,10.43178205,9.629337277,7.391777606,6.775796139,0.9619335986,0.7981426033,-1.95E-16,-4.79E-32,0,0,0,3.91E-17,0.1596380306,0.03752572271,1,0
0.5372338486,0.5372338486,26.86169243,19.65989694,19.65989694,18.45622978,12.62762008,8.931731274,19.24837214,26.94384194,9.184895445,1.62717348,0.008600197489,-2.11E-18,-5.16E-34,4.07E-17,0.1660831464,0.0256241646,0,0
0.5372338486,0.5372338486,6.446806183,4.413446252,4.012223865,4.012223865,1.847944402,1.539953668,11.22939143,17.30401151,0.7374737983,-1.81E-16,0,0,0,3.80E-17,0.1550788591,0.03893119305,0,0
0.5372338486,0.5372338486,73.60103725,46.94301922,42.93079536,37.71490433,25.25524015,16.63149961,17.80764878,14.30911714,7.546146526,3.773719936,0.2136685388,0.09439725996,0.06581544067,0.1209624607,0.1630025675,0.03797664318,0.00E+00,1
0.5372338486,0.5372338486,4.835104637,2.808556706,2.808556706,2.808556706,1.847944402,1.539953668,35.85720579,31.5127995,10.32677475,1.561472387,0.05209052504,0.02988297804,0.01432740434,0.0009316991707,0.1730062989,0.02608757678,0.00E+00,1
0.5372338486,0.5372338486,32.23403091,23.67212081,23.67212081,23.67212081,18.17145328,16.32350888,5.559436015,8.448807374,0.4815653059,-1.18E-16,0,0,0,3.83E-17,0.1564773219,0.03013733001,1,1
0.5372338486,0.5372338486,5.372338486,3.611001479,3.611001479,3.611001479,2.155935135,2.155935135,22.11473626,22.07428159,7.369452064,0.3124973813,0.0007948513737,0.0005961636298,0.0005961636298,0.001809166016,0.1500428697,0.02773892063,1,0
0.5372338486,0.5372338486,28.47339397,21.26478649,21.26478649,19.25867455,14.78355521,11.08766641,8.824456562,11.64063033,3.006554628,0.8019184992,0.02067386637,0.01684538747,0.01500770153,0.03810795853,0.1591575565,0.03392536657,0,0
0.5372338486,0.5372338486,32.23403091,21.66600887,17.25256262,12.83911637,6.775796139,3.387898069,45.77549976,28.41063979,12.52061397,3.174046183,0.2200719265,0.1045316401,0.03642140114,0.02029446755,0.155270805,0.04246238774,1,1
0.5372338486,0.5372338486,10.74467697,8.024447731,7.623225344,7.623225344,4.003879537,4.003879537,53.70059197,10.81872629,6.128305157,1.774499769,0.005208851708,0.0007149345247,0.0004085196715,0.001239726594,0.1469388307,0.02665518814,0,0
0.5372338486,0.5372338486,81.12231113,52.56013264,48.14668638,42.12835059,25.87122162,17.55547181,13.8607583,18.14109472,11.09353946,4.641696458,0.363254708,0.1763550005,0.07182566962,0.0417384776,0.1531292374,0.03478211544,0.00E+00,1
0.5372338486,0.5372338486,7.52127388,5.215891025,4.413446252,3.611001479,2.463925869,2.155935135,1.405642913,0.6816399205,-1.67E-16,-4.09E-32,0,0,0,4.04E-17,0.1649875316,0.03278405032,1,1
0.5372338486,0.5372338486,43.51594173,29.6904566,27.28312228,25.27701035,15.09154595,10.77967568,6.653104334,8.410333715,0.3804861839,0.07002036225,0,0,0,3.87E-17,0.1578474498,0.03882181437,0.00E+00,1
0.5372338486,0.5372338486,11.81914467,6.419558184,5.215891025,4.413446252,2.771916602,2.155935135,24.12881887,14.96228919,3.321530361,0.5749792584,0.01360393598,0.003375382491,0.001943405083,0.004656058446,0.1494551497,0.03135085447,1,1
0.5372338486,0.5372338486,25.78722473,17.65378501,17.25256262,16.04889546,11.70364788,8.315749807,18.97325942,24.59966059,5.18524155,0.627890512,0.00446058503,0.0001538098149,-3.77E-20,3.63E-17,0.1483915258,0.04154318029,0.00E+00,1
0.5372338486,0.5372338486,18.8031847,13.64156114,12.83911637,10.83300444,7.083786873,4.927851737,39.27576372,44.3472907,26.11932518,5.061759843,0.1176572797,0.03037553088,0.004229468715,0.005250785974,0.143787567,0.03558859278,1,0
0.5372338486,-9.21E-15,37.06913555,27.28312228,26.48067751,24.47456558,18.17145328,13.85958301,2.614312508,1.44062692,0.1500649892,0.001305102825,0,0,0,3.68E-17,0.1500995394,0.03692520634,0.00E+00,1
0.5372338486,0.5372338486,8.058507728,6.018335798,5.215891025,4.814668638,3.079907336,2.155935135,11.47977773,12.18616332,2.986225594,0.3971787346,0.001569623137,0.0005886337759,0.0003923555852,0.00119067376,0.1580049673,0.02947283168,1,1
0.5372338486,0.5372338486,37.06913555,26.48067751,25.67823274,24.07334319,16.93949035,12.62762008,17.36549543,21.16875942,13.07505088,2.602058416,0.0187349792,0.004954744239,-1.21E-18,3.71E-17,0.1516731909,0.02678284738,0,0
0.5372338486,0.5372338486,7.52127388,5.617113411,5.617113411,5.215891025,3.079907336,2.771916602,34.09316577,37.45877574,6.040873345,0.1382947086,0,0,0,4.18E-17,0.1708013588,0.03104313172,0,0
0.5372338486,0.5372338486,38.14360325,28.48678944,28.08556706,26.8818999,19.40341622,14.47556448,6.737432813,9.195717553,3.599807846,0.741484008,0.01208029515,-2.96E-18,-7.25E-34,4.25E-17,0.173379527,0.02713779491,0,0
0.5372338486,0.5372338486,23.63828934,17.65378501,16.85134023,12.83911637,7.083786873,5.235842471,53.11386192,29.69443433,15.0607749,4.796244484,0.1646851326,0.05763470624,0.01808148828,0.0346063174,0.1611461767,0.03710069971,1,1
0.5372338486,0.5372338486,34.38296631,25.27701035,24.87578796,22.86967603,16.93949035,8.931731274,11.15117317,6.613899988,2.618538488,0.1454030678,0,0,0,4.24E-17,0.1731635117,0.02660796337,0,0
0.5372338486,0.5372338486,25.78722473,18.05500739,16.45011785,15.64767307,11.08766641,8.007759073,18.30602275,15.79084388,7.121386786,1.08092496,0.009462616752,0.0001551149896,0.0001551149896,3.65E-17,0.1489996591,0.03154066761,0.00E+00,1
0.5372338486,0.5372338486,9.132975425,6.820780571,6.820780571,6.018335798,4.619861004,2.463925869,41.57548402,40.33074353,20.95580343,3.178007683,0.001459687271,-3.58E-19,-8.76E-35,3.91E-17,0.1595703925,0.03602884959,1,0
0.5372338486,0.5372338486,25.78722473,18.85745217,18.85745217,18.05500739,13.55159228,9.547712741,5.098698201,4.34993795,1.215686485,-2.98E-16,0,0,0,3.63E-17,0.148103607,0.03887330461,0.00E+00,1
0.5372338486,-6.58E-16,2.148935394,1.604889546,1.604889546,0.8024447731,0.6159814672,0.6159814672,3.246642123,3.31884793,0.06162789601,0.005752026544,9.82E-05,9.82E-05,9.82E-05,0.0002979731161,0.1640844719,0.03428122812,0.00E+00,1
0.5372338486,0.5372338486,8.058507728,5.215891025,5.215891025,4.814668638,2.771916602,1.847944402,12.10574579,12.92899274,6.29073251,0.09917605702,0.0001959769965,-4.80E-20,-1.18E-35,4.31E-17,0.17598603,0.02943748927,1,0
0.5372338486,0.5372338486,10.74467697,8.024447731,7.623225344,7.623225344,5.235842471,4.003879537,58.09015475,70.44901714,26.43106083,3.515519535,0.008387052426,0.0002021012777,0.0002021012777,0.0003065040437,0.1544743819,0.02637214415,1,0
0.5372338486,0.5372338486,22.02658779,15.64767307,15.64767307,15.24645069,11.08766641,7.69976834,9.859335302,11.24110006,0.8677883993,0.06605550354,0.0009289831705,-2.28E-19,-5.57E-35,3.99E-17,0.1627603501,0.03899974514,0,0
0.5372338486,0.5372338486,30.62232937,21.66600887,20.8635641,20.8635641,14.78355521,12.01163861,13.58372803,21.73933627,9.374090843,1.876878955,0.01555356574,0.00246396898,0.000154010611,3.85E-17,0.1572234734,0.03504962096,0,0
0.5372338486,0.5372338486,18.8031847,13.64156114,13.24033876,12.83911637,8.315749807,5.543833205,19.31223618,28.66613928,4.901841915,0.8165391782,0.00840693124,-2.06E-18,-5.04E-34,3.65E-17,0.1489972217,0.03543351271,0.00E+00,1
0.5372338486,0.5372338486,30.62232937,22.86967603,22.46845365,22.06723126,16.93949035,11.39565714,3.432140938,0.9082020757,0.0994943543,-2.44E-17,0,0,0,3.88E-17,0.1584561924,0.03470625112,0.00E+00,1
0.5372338486,0.5372338486,11.81914467,8.024447731,8.024447731,7.623225344,5.235842471,4.003879537,51.41816257,90.53946601,36.3449553,5.876667223,0.08180312758,0.006331803914,0.0002042096367,0.0003098554796,0.1449279692,0.03750043461,0.00E+00,1
0.5372338486,0.5372338486,8.595741577,6.018335798,6.018335798,5.617113411,3.695888803,3.079907336,55.85949613,73.78876939,29.07001821,2.768342289,0.0003866328963,0.0003866328963,0.0003866328963,0.001173307229,0.1613006474,0.03285107903,0,0
0.5372338486,0.5372338486,28.47339397,18.05500739,17.65378501,14.04278353,9.239722008,5.543833205,17.52119953,26.64235563,9.626870952,3.734094864,0.3007659568,0.2087752381,0.1397569992,0.1213082679,0.15733011,0.02948258131,0.00E+00,1
0.5372338486,0.5372338486,6.446806183,4.814668638,4.413446252,3.611001479,2.463925869,1.847944402,13.0140157,7.908611541,1.567631733,0.0226461375,0,0,0,4.05E-17,0.1653473539,0.03712263638,1,0
0.5372338486,0.5372338486,13.43084621,8.826892504,8.425670117,8.024447731,4.927851737,2.771916602,13.51311099,18.2596382,3.048707602,0.4915425399,0.004775031727,0.001656668248,-4.06E-19,4.11E-17,0.1678850002,0.0301641415,1,1
0.5372338486,0.5372338486,3.76063694,2.808556706,2.808556706,2.808556706,2.155935135,1.847944402,27.08133261,29.5750443,14.44319924,1.491773681,0.006163837974,-1.51E-18,-3.70E-34,3.69E-17,0.1505138988,0.03772772289,0.00E+00,1
0.5372338486,0.5372338486,31.15956322,22.46845365,20.46234171,18.85745217,12.62762008,8.315749807,4.511028166,5.935894872,0.8720925512,0.4457077318,0.0149374229,0.01139558044,0.007083785319,0.01495441151,0.1602757174,0.03504931628,0.00E+00,1
0.5372338486,0.5372338486,2.686169243,2.006111933,2.006111933,1.604889546,1.231962934,0.9239722008,76.59171558,20.83026077,11.1050326,0.4072811039,0.005307743788,-1.30E-18,-3.18E-34,3.99E-17,0.1629596082,0.03376358362,1,1
0.5372338486,0.5372338486,8.595741577,5.617113411,5.215891025,4.413446252,3.387898069,1.847944402,12.64561166,17.0578199,3.262309431,0.5576736285,0.008163365567,0.002526717762,0.0002915559415,0.0002949263562,0.1625019849,0.0300815743,1,0
0.5372338486,0.5372338486,18.8031847,14.04278353,14.04278353,13.24033876,9.239722008,7.391777606,10.49292183,17.00782119,4.444016211,0.2744646358,0.006746146672,-1.65E-18,-4.05E-34,4.00E-17,0.1633468514,0.04001431618,0,0
0.5372338486,0.5372338486,8.595741577,6.419558184,6.419558184,5.617113411,3.079907336,1.539953668,28.59502237,24.38385336,7.308139106,1.057757285,0.0198839345,0.01512014735,0.003106918102,4.00E-17,0.1631673972,0.03488479125,0.00E+00,1
0.5372338486,0.5372338486,20.41488624,15.24645069,14.8452283,14.44400592,11.08766641,8.315749807,14.04977745,18.73151181,2.633606799,0.3958929479,0.004387896841,-1.07E-18,-2.63E-34,4.05E-17,0.1653415651,0.0294853234,0,0
0.5372338486,0.5372338486,11.81914467,8.826892504,8.826892504,6.820780571,4.31187027,3.079907336,49.30705672,47.30915353,20.6180665,2.633140691,0.0136904791,0.004563493033,0.000202804064,3.84E-17,0.1566954699,0.03262135334,1,0
0.5372338486,0.5372338486,29.01062782,21.26478649,17.25256262,14.8452283,9.855703475,6.775796139,37.40319577,29.79432929,16.89294863,3.436604485,0.01121295638,0.0006229699095,-1.53E-19,4.25E-17,0.1736272285,0.04127415139,1,1
0.5372338486,0.5372338486,38.6808371,28.08556706,28.08556706,26.8818999,19.40341622,16.63149961,16.79670584,28.75665664,10.85044432,1.790349965,0.004209288707,-1.03E-18,-2.53E-34,4.11E-17,0.1677192565,0.02898687348,0,0
0.5372338486,0.5372338486,20.95212009,14.8452283,14.8452283,13.64156114,9.855703475,7.391777606,20.18754461,34.71865105,9.45261705,0.6220377054,0.005490869834,-1.34E-18,-3.29E-34,3.50E-17,0.142775738,0.03332576422,0,0
0.5372338486,0.5372338486,38.14360325,28.48678944,28.08556706,27.68434467,19.40341622,13.85958301,14.92573051,17.3880907,4.134618659,0.5540967733,0,0,0,4.15E-17,0.1692478159,0.03110955109,0,0
0.5372338486,0.5372338486,23.63828934,17.65378501,17.65378501,17.25256262,12.01163861,7.69976834,4.844153716,3.752988621,0.2584699876,-6.33E-17,0,0,0,4.05E-17,0.1655530102,0.03281878338,0,0
0.5372338486,0.5372338486,32.77126476,20.8635641,18.85745217,15.64767307,10.16369421,6.775796139,48.32810787,65.71488262,44.28709136,11.83387625,0.1740648206,0.04766538052,0.02853854773,0.06019361621,0.145586374,0.03808175639,1,1
0.5372338486,0.5372338486,24.17552318,18.05500739,17.65378501,16.04889546,11.70364788,8.931731274,6.267108788,9.171197744,0.06061421576,-1.48E-17,0,0,0,3.65E-17,0.1490800936,0.03633078349,0.00E+00,1
0.5372338486,0.5372338486,35.99466785,26.8818999,25.27701035,23.27089842,15.39953668,12.01163861,19.09390493,23.64119862,7.252276674,1.179845707,0,0,0,3.97E-17,0.1622350887,0.03779475161,0,0
0.5372338486,0.5372338486,22.02658779,16.45011785,16.45011785,16.04889546,11.39565714,6.159814672,9.092423283,10.14039364,2.150208134,0.1811245888,0.004485182553,-1.10E-18,-2.69E-34,3.93E-17,0.1606306649,0.02675268446,0,0
0.5372338486,-4.08E-15,16.11701546,11.63544921,11.63544921,10.83300444,8.007759073,6.775796139,3.278431079,3.603512356,0.1981673504,-4.85E-17,0,0,0,4.05E-17,0.1651636343,0.03972944413,0.00E+00,1
0.5372338486,0.5372338486,22.02658779,16.45011785,16.45011785,16.04889546,11.08766641,7.69976834,19.76455321,28.70603058,5.968937321,0.3954385975,0.004927435969,-1.21E-18,-2.96E-34,3.83E-17,0.1563694666,0.03551394717,0.00E+00,1
0.5372338486,0.5372338486,29.54786167,22.06723126,21.66600887,21.66600887,16.01551815,12.93561081,4.86396676,3.690423469,0.3213022063,0.007804582081,0,0,0,3.79E-17,0.1547787532,0.02642698583,0,0
0.5372338486,0.5372338486,29.54786167,20.8635641,17.25256262,13.24033876,7.69976834,4.003879537,48.68895042,27.37702018,12.93459191,2.145499182,0.00798596221,0.0006222671232,0.0006222671232,0.001258921182,0.1544064392,0.04500734627,1,1
0.5372338486,0.5372338486,29.01062782,21.26478649,21.26478649,20.06111933,12.31962934,8.315749807,31.6309514,60.66335028,26.03940149,1.441900109,0.005641266116,0.001253570071,-3.07E-19,4.14E-17,0.1688709317,0.03090998831,0,0
0.5372338486,0.5372338486,26.32445858,18.85745217,18.45622978,17.65378501,13.24360154,11.39565714,13.69275398,12.69776698,4.247746887,0.163168927,0,0,0,3.75E-17,0.1530911529,0.02523052323,0.00E+00,1
0.5372338486,0.5372338486,41.36700634,28.88801183,28.48678944,26.07945512,17.24748108,13.85958301,5.484168932,7.31086269,3.294157635,0.008920722141,0,0,0,3.80E-17,0.1550486962,0.03374834982,0.00E+00,1
0.5372338486,0.5372338486,24.71275703,18.45622978,17.65378501,16.04889546,10.16369421,7.391777606,22.21522378,28.44326316,13.8725636,6.918248456,0.3604740836,0.1542909224,0.01370443443,0.01448581984,0.1637258683,0.0317755728,0,0
0.5372338486,0.5372338486,17.728717,12.83911637,12.83911637,11.63544921,8.623740541,7.69976834,4.771112173,4.177409907,0.7855870774,0.003980815567,0,0,0,4.10E-17,0.1673707071,0.03610593261,0.00E+00,1
0.5372338486,0.5372338486,38.6808371,28.48678944,28.48678944,27.28312228,17.86346255,13.24360154,16.81973893,23.31858963,10.33133002,6.359029532,0.6647239532,0.09438862573,-2.31E-17,3.61E-17,0.1475433079,0.03270910002,0,0
0.5372338486,0.5372338486,33.30849861,23.67212081,22.06723126,20.46234171,12.62762008,8.007759073,9.963426622,9.477844838,2.993615298,1.130835485,0.01172839998,0.004012408128,0.0001543118051,0.0004682869932,0.1612561647,0.03933854484,0.00E+00,1
0.5372338486,0.5372338486,32.77126476,22.86967603,22.46845365,20.8635641,14.47556448,11.39565714,3.517334255,4.280122507,0.07699014883,0.007829777116,0,0,0,3.91E-17,0.1595487605,0.03219115084,0.00E+00,1
0.5372338486,0.5372338486,34.92020016,25.67823274,25.27701035,24.07334319,16.93949035,12.31962934,16.12013552,22.17178553,4.950057654,0.5655739517,0.001690301595,0.0001537094168,-3.76E-20,4.00E-17,0.1635150325,0.03031069065,0.00E+00,1
0.5372338486,0.5372338486,33.84573246,25.27701035,25.27701035,23.67212081,17.55547181,14.78355521,4.175803352,4.506944171,0.5073263896,0.04326071533,0,0,0,4.13E-17,0.1684678454,0.03424162024,0.00E+00,1
0.5372338486,0.5372338486,6.446806183,4.413446252,4.012223865,3.611001479,2.463925869,1.231962934,15.01999292,20.39372655,7.382122648,0.03049439098,0,0,0,4.11E-17,0.1679891994,0.02736599722,0.00E+00,1
0.5372338486,0.5372338486,36.5319017,24.47456558,20.06111933,17.25256262,10.47168494,5.851823938,23.12479372,26.87975585,14.87113523,9.245940496,0.8344070012,0.3781067926,0.1107055179,0.1133382488,0.1485472153,0.03247145275,1,1
