A,B,C,D,E
2.567567568,-6.29E-16,-1.54E-31,1.875,0
2.702702703,-6.62E-16,-1.62E-31,1.979166667,0
5,-1.22E-15,-3.00E-31,3.75,0
0.1351351351,4.285714286,4.285714286,4.375,1
0.4054054054,2.142857143,2.142857143,1.354166667,1
0.1351351351,3.367346939,3.367346939,3.90625,1
0.1351351351,4.387755102,4.387755102,5,0
6.25E-16,2.551020408,2.551020408,3.854166667,1
0.1351351351,4.081632653,4.081632653,5,1
0.2027027027,2.040816327,2.040816327,2.083333333,1
0.1351351351,1.020408163,1.020408163,1.09375,0
0.1351351351,2.040816327,2.040816327,2.604166667,1
0.1351351351,1.224489796,1.224489796,1.5625,1
0.2702702703,0.306122449,0.306122449,0.1041666667,1
0.1351351351,1.020408163,1.020408163,1.25,0
0.1351351351,1.020408163,1.020408163,1.354166667,0
0.2027027027,1.326530612,1.326530612,1.71875,0
0.2702702703,1.530612245,1.530612245,1.875,1
0.2702702703,0.5102040816,0.5102040816,0.625,0
0.2027027027,0.4081632653,0.4081632653,0.5208333333,1
0.2702702703,3.265306122,3.265306122,5,1
0.2027027027,0.9183673469,0.9183673469,1.614583333,1
0.2702702703,0.9183673469,0.9183673469,1.354166667,1
0.1351351351,1.020408163,1.020408163,1.979166667,1
0.1351351351,1.020408163,1.020408163,2.03125,1
0.2702702703,1.224489796,1.224489796,1.927083333,1
0.06756756757,0.9183673469,0.9183673469,2.135416667,1
0.2702702703,0.8163265306,0.8163265306,1.354166667,0
0.1351351351,0.306122449,0.306122449,0.46875,0
0.1351351351,0.4081632653,0.4081632653,0.7291666667,1
0.1351351351,1.428571429,1.428571429,3.229166667,0
0.3378378378,2.346938776,2.346938776,4.010416667,0
0.1351351351,0.5102040816,0.5102040816,1.041666667,1
0.2702702703,0.4081632653,0.4081632653,0.7291666667,1
0.1351351351,0.306122449,0.306122449,0.625,1
0.2702702703,0.7142857143,0.7142857143,1.354166667,0
0.1351351351,0.306122449,0.306122449,0.625,0
0.1351351351,0.5102040816,0.5102040816,1.25,0
0.2702702703,0.4081632653,0.4081632653,0.7291666667,1
0.1351351351,0.612244898,0.612244898,1.5625,1
0.1351351351,0.5102040816,0.5102040816,1.25,1
0.1351351351,0.7142857143,0.7142857143,1.875,1
0.1351351351,0.1020408163,0.1020408163,0.1041666667,1
0.1351351351,0.5102040816,0.5102040816,1.354166667,1
0.1351351351,0.9183673469,0.9183673469,2.604166667,0
0.2702702703,1.530612245,1.530612245,3.541666667,1
0.2702702703,0.1020408163,0.1020408163,0.1041666667,1
0.06756756757,1.326530612,1.326530612,4.84375,0
0.2702702703,0.1020408163,0.1020408163,0.1041666667,1
0.472972973,1.326530612,1.326530612,2.395833333,0
0.1351351351,0.2040816327,0.2040816327,0.46875,0
0.1351351351,1.12244898,1.12244898,3.541666667,1
0.2702702703,0.612244898,0.612244898,1.5625,1
0.2702702703,0.306122449,0.306122449,0.7291666667,0
0.1351351351,0.5102040816,0.5102040816,1.71875,1
0.2702702703,0.5102040816,0.5102040816,1.354166667,1
0.1351351351,0.2040816327,0.2040816327,0.625,0
0.1351351351,0.306122449,0.306122449,1.09375,0
0.2702702703,0.306122449,0.306122449,0.8333333333,0
0.3378378378,0.5102040816,0.5102040816,1.354166667,0
0.2702702703,0.5102040816,0.5102040816,1.458333333,0
0.9459459459,0.4081632653,0.4081632653,0.625,0
0.2027027027,0.7142857143,0.7142857143,2.5,0
0.2702702703,1.020408163,1.020408163,3.229166667,1
0.2702702703,0.8163265306,0.8163265306,2.604166667,0
0.2702702703,1.530612245,1.530612245,5,1
0.472972973,0.9183673469,0.9183673469,2.34375,0
0.2702702703,1.326530612,1.326530612,4.375,0
0.1351351351,0.8163265306,0.8163265306,3.802083333,0
0.2702702703,0.5102040816,0.5102040816,1.71875,0
0.2702702703,0.8163265306,0.8163265306,2.760416667,0
0.2702702703,0.5102040816,0.5102040816,1.71875,1
0.1351351351,0.5102040816,0.5102040816,2.239583333,0
0.1351351351,0.5102040816,0.5102040816,2.34375,0
0.2702702703,0.1020408163,0.1020408163,0.3645833333,0
0.1351351351,0.1020408163,0.1020408163,0.46875,1
0.1351351351,0.1020408163,0.1020408163,0.46875,0
0.1351351351,0.1020408163,0.1020408163,0.46875,1
0.2702702703,0.5102040816,0.5102040816,1.875,1
0.2027027027,0.306122449,0.306122449,1.40625,1
0.6081081081,0.8163265306,0.8163265306,1.875,0
0.7432432432,0.4081632653,0.4081632653,0.8333333333,0
0.1351351351,0.2040816327,0.2040816327,0.9895833333,0
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.1351351351,-3.31E-17,-8.11E-33,0,1
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.1351351351,-3.31E-17,-8.11E-33,0,1
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.1351351351,-3.31E-17,-8.11E-33,0,0
0.7432432432,1.020408163,1.020408163,1.875,0
0.1351351351,0.2040816327,0.2040816327,1.041666667,0
0.6081081081,1.020408163,1.020408163,2.447916667,1
0.3378378378,1.020408163,1.020408163,3.802083333,0
0.2027027027,0.4081632653,0.4081632653,1.875,0
0.2027027027,-4.96E-17,-1.22E-32,0.05208333333,1
0.2702702703,0.5102040816,0.5102040816,2.135416667,0
0.1351351351,0.2040816327,0.2040816327,1.145833333,0
0.8108108108,1.020408163,1.020408163,1.927083333,0
0.1351351351,0.1020408163,0.1020408163,0.625,0
0.2702702703,0.5102040816,0.5102040816,2.291666667,0
0.6081081081,0.2040816327,0.2040816327,0.625,0
0.9459459459,0.7142857143,0.7142857143,1.25,0
0.2702702703,0.1020408163,0.1020408163,0.5729166667,0
0.2702702703,1.020408163,1.020408163,4.84375,0
0.1351351351,0.612244898,0.612244898,3.90625,0
0.1351351351,0.612244898,0.612244898,3.90625,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,1
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,1
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,0.612244898,0.612244898,3.125,0
0.2702702703,-6.62E-17,-1.62E-32,0.1041666667,0
0.2702702703,0.306122449,0.306122449,1.666666667,1
0.7432432432,0.5102040816,0.5102040816,1.354166667,0
0.8783783784,0.2040816327,0.2040816327,0.625,1
0.472972973,0.4081632653,0.4081632653,1.71875,0
0.6081081081,0.8163265306,0.8163265306,2.708333333,0
0.7432432432,0.1020408163,0.1020408163,0.46875,0
0.1351351351,0.4081632653,0.4081632653,3.177083333,0
0.472972973,1.020408163,1.020408163,4.53125,0
0.5405405405,0.8163265306,0.8163265306,3.229166667,0
0.1351351351,0.1020408163,0.1020408163,1.041666667,0
0.4054054054,0.2040816327,0.2040816327,1.25,0
0.8108108108,1.428571429,1.428571429,3.59375,0
0.8783783784,0.2040816327,0.2040816327,0.7291666667,0
0.7432432432,1.530612245,1.530612245,4.53125,0
0.2702702703,0.4081632653,0.4081632653,2.916666667,0
0.9459459459,0.612244898,0.612244898,1.71875,0
0.7432432432,0.306122449,0.306122449,1.302083333,0
0.472972973,0.8163265306,0.8163265306,4.53125,1
0.7432432432,0.7142857143,0.7142857143,2.604166667,1
0.472972973,0.4081632653,0.4081632653,2.604166667,0
0.7432432432,0.5102040816,0.5102040816,2.03125,0
0.6756756757,0.4081632653,0.4081632653,1.875,0
0.9459459459,0.1020408163,0.1020408163,0.625,1
0.9459459459,0.1020408163,0.1020408163,0.625,0
0.9459459459,0.1020408163,0.1020408163,0.625,0
0.1351351351,0.1020408163,0.1020408163,1.614583333,0
0.7432432432,0.2040816327,0.2040816327,1.09375,0
0.9459459459,0.7142857143,0.7142857143,2.291666667,0
0.6081081081,-1.49E-16,-3.65E-32,0.3645833333,0
1.081081081,0.4081632653,0.4081632653,1.302083333,0
0.9459459459,0.306122449,0.306122449,1.25,0
0.2702702703,0.1020408163,0.1020408163,1.458333333,0
0.9459459459,0.2040816327,0.2040816327,0.9895833333,0
1.081081081,1.530612245,1.530612245,3.90625,0
0.2702702703,0.1020408163,0.1020408163,1.510416667,0
0.9459459459,0.7142857143,0.7142857143,2.5,0
0.7432432432,0.2040816327,0.2040816327,1.25,0
0.9459459459,0.612244898,0.612244898,2.239583333,0
1.013513514,0.4081632653,0.4081632653,1.614583333,0
1.081081081,0.1020408163,0.1020408163,0.7291666667,0
1.081081081,0.2040816327,0.2040816327,0.9895833333,0
0.7432432432,0.7142857143,0.7142857143,3.645833333,0
0.7432432432,-1.82E-16,-4.46E-32,0.46875,0
0.7432432432,-1.82E-16,-4.46E-32,0.46875,0
0.7432432432,-1.82E-16,-4.46E-32,0.46875,0
0.7432432432,-1.82E-16,-4.46E-32,0.46875,1
0.7432432432,-1.82E-16,-4.46E-32,0.46875,0
0.1351351351,0.2040816327,0.2040816327,3.802083333,1
0.1351351351,0.2040816327,0.2040816327,3.90625,0
1.081081081,0.306122449,0.306122449,1.354166667,0
1.081081081,1.428571429,1.428571429,4.427083333,0
1.081081081,1.326530612,1.326530612,4.21875,0
1.081081081,0.9183673469,0.9183673469,3.125,0
1.081081081,0.2040816327,0.2040816327,1.09375,0
0.9459459459,0.2040816327,0.2040816327,1.25,0
1.554054054,1.836734694,1.836734694,3.125,0
0.7432432432,0.612244898,0.612244898,3.802083333,0
0.9459459459,0.2040816327,0.2040816327,1.354166667,0
1.351351351,1.326530612,1.326530612,3.489583333,1
0.2702702703,0.1020408163,0.1020408163,2.291666667,0
0.7432432432,0.1020408163,0.1020408163,1.197916667,0
0.7432432432,0.2040816327,0.2040816327,1.822916667,0
1.081081081,0.306122449,0.306122449,1.614583333,0
1.418918919,0.612244898,0.612244898,1.875,0
0.8783783784,0.612244898,0.612244898,3.854166667,0
1.081081081,0.5102040816,0.5102040816,2.5,0
0.9459459459,0.2040816327,0.2040816327,1.614583333,0
0.9459459459,-2.32E-16,-5.67E-32,0.625,0
0.9459459459,-2.32E-16,-5.67E-32,0.625,0
0.9459459459,-2.32E-16,-5.67E-32,0.625,0
0.9459459459,-2.32E-16,-5.67E-32,0.625,0
0.9459459459,-2.32E-16,-5.67E-32,0.625,0
0.9459459459,-2.32E-16,-5.67E-32,0.625,0
1.148648649,0.612244898,0.612244898,2.916666667,1
0.9459459459,0.2040816327,0.2040816327,1.71875,0
0.9459459459,0.2040816327,0.2040816327,1.71875,0
1.081081081,0.612244898,0.612244898,3.229166667,0
1.418918919,0.1020408163,0.1020408163,0.9895833333,0
1.081081081,0.2040816327,0.2040816327,1.71875,0
1.081081081,-2.65E-16,-6.49E-32,0.7291666667,0
1.081081081,-2.65E-16,-6.49E-32,0.7291666667,0
1.081081081,-2.65E-16,-6.49E-32,0.7291666667,0
1.081081081,-2.65E-16,-6.49E-32,0.7291666667,0
1.081081081,-2.65E-16,-6.49E-32,0.7291666667,0
0.9459459459,0.1020408163,0.1020408163,1.40625,0
0.7432432432,0.306122449,0.306122449,3.75,0
0.7432432432,0.1020408163,0.1020408163,1.875,1
1.418918919,0.5102040816,0.5102040816,2.395833333,0
1.554054054,0.1020408163,0.1020408163,1.09375,0
1.554054054,0.5102040816,0.5102040816,2.239583333,0
0.9459459459,0.1020408163,0.1020408163,1.71875,1
1.081081081,0.5102040816,0.5102040816,4.114583333,0
1.081081081,0.306122449,0.306122449,2.916666667,0
1.081081081,0.4081632653,0.4081632653,3.59375,0
1.418918919,0.1020408163,0.1020408163,1.25,0
1.418918919,0.2040816327,0.2040816327,1.71875,0
1.418918919,0.2040816327,0.2040816327,1.71875,0
1.554054054,0.7142857143,0.7142857143,3.489583333,0
1.418918919,0.2040816327,0.2040816327,1.875,0
1.554054054,0.2040816327,0.2040816327,1.71875,0
1.418918919,0.2040816327,0.2040816327,1.979166667,0
1.554054054,0.1020408163,0.1020408163,1.354166667,0
1.418918919,-3.48E-16,-8.51E-32,0.9895833333,0
1.418918919,-3.48E-16,-8.51E-32,0.9895833333,0
1.689189189,0.5102040816,0.5102040816,2.5,0
1.418918919,-3.48E-16,-8.51E-32,0.9895833333,0
1.418918919,-3.48E-16,-8.51E-32,0.9895833333,0
1.554054054,0.2040816327,0.2040816327,1.927083333,0
1.418918919,0.1020408163,0.1020408163,1.614583333,0
0.9459459459,0.2040816327,0.2040816327,4.010416667,0
1.554054054,-3.81E-16,-9.32E-32,1.09375,1
1.554054054,-3.81E-16,-9.32E-32,1.09375,0
1.554054054,-3.81E-16,-9.32E-32,1.09375,0
1.554054054,-3.81E-16,-9.32E-32,1.09375,0
1.554054054,-3.81E-16,-9.32E-32,1.09375,0
1.554054054,-3.81E-16,-9.32E-32,1.09375,0
1.554054054,-3.81E-16,-9.32E-32,1.09375,0
1.554054054,0.306122449,0.306122449,2.604166667,0
1.554054054,-3.81E-16,-9.32E-32,1.09375,0
1.554054054,0.612244898,0.612244898,4.479166667,0
1.081081081,0.2040816327,0.2040816327,4.375,0
1.554054054,0.1020408163,0.1020408163,1.875,0
1.418918919,0.1020408163,0.1020408163,2.604166667,0
1.554054054,0.2040816327,0.2040816327,3.125,0
2.635135135,-6.45E-16,-1.58E-31,1.927083333,0
4.864864865,-1.19E-15,-2.92E-31,3.645833333,0
0.1351351351,5,5,5,1
