A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AI
0.7653799759,0.1315535103,-0.7653799759,-0.7385524372,0.7385524372,-1.81E-16,0,0,0,-0.6118881119,0.6118881119,-1.50E-16,-8.33E-17,-0.3399585673,-0.3751656725,0.7503548185,0.3368354252,0.4843791447,0.08407788625,-2.06E-17,-5.04E-33,-0.846740638,-0.229322767,-0.7179683218,0.9177325581,0.9534883721,0.9534883721,-0.7071514183,0.4787980823,-1.17E-16,0,0,0,b
0.7653799759,0.7653799759,0.07478527744,0.7385524372,0.09008124077,0.7385524372,0.09458576324,0.4131454517,0.03870331776,0.5808653846,0.1175498252,0.569006993,0.1345782456,0.4944786404,0.1570467398,0.7970231029,0.2490062357,0.77956909,0.19376809,0.4877570204,0.1853983192,0.633607552,0.3352838904,0.6451570943,0.33046,0.6526818605,0.4075781395,0.4438365162,0.3255088694,0.401598362,0.2518302362,0.2904831496,0.2725514961,g
0.7653799759,0.0127588842,-0.2726666164,0,0,0,0,0,0,0,0,0,1.67E-17,0.06810918129,-0.304751462,0.2125885728,0.7717133864,0.9318746892,-0.247361528,6.06E-17,1.48E-32,0.07055889736,-0.846740638,-0.08996619279,-0.158917907,0.9534883721,-0.7310109302,-0.7071514183,0.1333263284,-3.27E-17,1.31E-16,0.5354330709,-0.1461303937,b
0.7653799759,0.7653799759,0.1285914897,0.7337666174,0.1206351551,0.698788774,0.1397249688,0.3844730685,0.09473660436,0.5593146853,0.2270533217,0.5155157343,0.2598643421,0.4488767398,0.2727525585,0.7312700249,0.4501979811,0.606566554,0.3332525722,0.3307726401,0.3396512649,0.470669251,0.5480105409,0.4090688696,0.5266688372,0.4130225581,0.6591369767,0.2523399121,0.5384745905,0.2398728326,0.3579048819,0.118336063,0.4213055118,g
0.7653799759,0.4884348854,0.7653799759,0.1538626292,-0.7385524372,0.7385524372,0.4190031153,0.3675453427,0.1295599533,-0.4092674825,0.6118881119,-0.0362298951,0.3256518713,0.00971880117,0.02794847953,-0.4802416211,-0.9318746892,0.1328294182,-0.01923702037,0.191112691,-0.2565325976,-0.846740638,0.846740638,0.6851909917,-0.9534883721,0.9534883721,-0.05854418605,0.7071514183,0.7071514183,0.1457721934,-0.5354330709,0.5354330709,0.5354330709,b
0.7653799759,0.7653799759,-0.3173035766,0.7385524372,0.562267356,0.6429837518,0.07790524922,0.4190031153,-0.04158605919,0.5742202797,0.2936451049,0.400493007,-0.08909824561,0.5540935673,0.004870482456,0.9096308404,-0.4671115067,0.74573272,-0.143280416,0.5150830645,-0.1116846774,0.846740638,-0.1042507074,0.7924899653,0.1018134884,0.8856953488,-0.06911837209,0.7071514183,-0.1936675589,0.3109344786,0.1062781102,0.2751162205,-0.02892409449,g
0.7653799759,0.6489121049,0.08111496984,0.7385524372,0.2889955687,0.7385524372,-0.4190031153,0.2804723053,0.03529682243,0.6118881119,0.1654423077,0.6118881119,0.3357696199,0.5540935673,0.1967420029,0.9318746892,0.0248996917,0.5444384684,-0.2516487691,0.5848896435,0.371381528,0.7546999307,0.2251059986,0.770813405,-0.3178262791,0.9534883721,0.1520051163,0.2664617259,-0.01376823811,0.7071514183,0.120279685,0.5354330709,0.2003001575,b
0.7653799759,0.7653799759,0.214658468,0.7385524372,0.01829394387,0.7385524372,0.03253140187,0.4190031153,0.01808836449,0.6043129371,0.2035506993,0.6118881119,0.03041419591,0.5540935673,0.02429146199,0.8922700149,-0.2292225361,0.786231994,-0.0506982343,0.5848896435,0.0242729202,0.8461733218,0.2318037171,0.846740638,-0.3723944186,0.9192962791,-0.02072883721,0.6134326408,0.1651905713,0.6688096684,-0.1179077165,0.4302472441,-0.03924188976,g
1.87E-16,0.7653799759,-0.7653799759,0.7385524372,-0.7385524372,0.7385524372,-0.4190031153,0.4190031153,-0.4190031153,0.6118881119,0.6118881119,0.6118881119,0.5540935673,0.5540935673,-0.5540935673,0.9318746892,0.9318746892,0.9318746892,0.5848896435,0.5848896435,0.5848896435,0.846740638,-0.846740638,0.846740638,-0.9534883721,0.9534883721,-0.9534883721,0.7071514183,0.4640681183,-1.14E-16,1.31E-16,0.5354330709,-0.5354330709,b
0.7653799759,0.7653799759,0.5188051628,0.6005096012,0.6057680945,0.317717873,0.4190031153,0.08639425234,0.3374692991,-0.2684475524,0.6118881119,-0.4842176573,0.4271618129,-0.5540935673,0.2231223977,-0.3638597911,-0.5463954053,-0.912370552,-0.2504614431,-0.4274548981,-0.4464989049,-0.3189756657,-0.8254959154,0.3502627323,-0.9534883721,0.3983483721,-0.8895665116,0.182254135,-0.7071514183,0.6616815821,-0.1885902362,0.5290935433,0.01845102362,g
0.7653799759,0.7653799759,0.7653799759,0.7385524372,-0.7385524372,0.7385524372,-0.4190031153,0.4190031153,0.4190031153,0.6118881119,0.6118881119,0.6118881119,0.5540935673,0.5540935673,-0.5540935673,0.9318746892,0.9318746892,0.9318746892,0.5848896435,0.5848896435,0.5848896435,0.846740638,0.846740638,0.846740638,0.9534883721,0.9534883721,0.476744186,0,-1.73E-16,0.7071514183,-0.5354330709,0.5354330709,-0.5354330709,b
0.7653799759,0.7653799759,0.02701025935,0.7385524372,0.135014771,0.7385524372,0.1129967601,0.4190031153,0.1050357009,0.6118881119,0.1760891608,0.6118881119,0.2141183772,0.5540935673,0.1755035965,0.9318746892,0.6122509896,0.9318746892,0.3149396774,0.5848896435,0.3583443379,0.846740638,0.5034465811,0.7586203398,0.6514804651,0.8533911628,0.6805427907,0.6053994007,0.4748451059,0.5260428686,0.4583896063,0.3827971654,0.406056378,g
1.87E-16,0.7653799759,-0.7653799759,0.7385524372,0.7385524372,-0.7385524372,-0.4190031153,0.4190031153,-0.4190031153,0,0,0,-1.36E-16,-0.5540935673,0.5540935673,0.9318746892,-0.9318746892,0.9318746892,-0.5848896435,-0.4386672326,0.5848896435,0.846740638,-0.846740638,0.846740638,-0.9534883721,0.9534883721,-0.9534883721,-0.7071514183,-0.7071514183,1.73E-16,1.31E-16,0.5354330709,-0.5354330709,b
0.7653799759,0.7354306574,0.06597575392,0.7146233383,0.1423855244,0.7092023634,0.1150205452,0.4108074143,0.146868972,0.5682421329,0.2831879371,0.5278452797,0.2909933187,0.4589002924,0.3257737719,0.6825236599,0.6435992541,0.6430214918,0.4277882852,0.3186069355,0.4025210526,0.409305957,0.6451909639,0.3439037101,0.7121509302,0.3184746512,0.7989851163,0.1763918498,0.6085815821,0.0972757491,0.4649433071,0.04844598425,0.4619984252,g
0.7653799759,0.5315104704,0.2976486188,0,5.96E-17,-0.2432570162,0.2926359657,-7.17E-17,-1.76E-32,0,0,0,2.80E-17,0.1143372076,-0.1341238889,0.1959918846,0.1811937146,0.4326600995,0.4572374788,-1.12E-16,-2.74E-32,0,-1.52E-16,0.6216177046,0.2610746512,0.7264627907,0.6053888372,0,0,0,0,0,0,b
0.7653799759,0.7653799759,0.03880476478,0.7385524372,0.07996307238,0.7385524372,0.08169722741,0.4190031153,0.1192189564,0.6118881119,0.2130961538,0.6118881119,0.2120017398,0.5240339912,0.2376008626,0.8305426355,0.4695809746,0.7073488016,0.3439209593,0.4716784041,0.350711528,0.6738192649,0.5313974896,0.5642933634,0.6096795349,0.566534186,0.6620546512,0.3503086696,0.5139859369,0.3325520975,0.3838466142,0.1787329134,0.4028759055,g
1.87E-16,0.7653799759,0.7653799759,0,-1.81E-16,0.7385524372,-0.4190031153,0.4190031153,-0.4190031153,0.6118881119,0.6118881119,0.6118881119,0.5540935673,0.5540935673,-0.5540935673,0.9318746892,0.9318746892,0.9318746892,0.5848896435,0.5848896435,-0.5848896435,-0.846740638,-0.846740638,0.846740638,-0.9534883721,0.9534883721,-0.9534883721,0.7071514183,0.7071514183,-1.73E-16,1.31E-16,0.5354330709,-0.5354330709,b
0.7653799759,0.7653799759,0.03121219542,0.7385524372,0.08849335303,0.7385524372,0.0677067134,0.4190031153,0.1169898598,0.6039519231,0.1890061189,0.5674956294,0.2085552778,0.5048789766,0.220246652,0.7635688016,0.4292121631,0.7326305619,0.274863039,0.4644023769,0.3291875891,0.5955211581,0.4922018655,0.5679682178,0.5694518605,0.5616332558,0.5815325581,0.3815223332,0.4308815022,0.3204244507,0.340728189,0.2165398425,0.3354916535,g
1.87E-16,0.7653799759,0.7653799759,0.7385524372,-0.7385524372,0.7385524372,0.4190031153,0.4190031153,0.4190031153,0.6118881119,0.6118881119,0.6118881119,0.5540935673,0.5540935673,0.5540935673,0.9318746892,-0.9318746892,-0.9318746892,0.5848896435,-0.5848896435,0.5848896435,-0.846740638,0.846740638,0.846740638,-0.9534883721,0.9534883721,0.9534883721,-0.7071514183,0.7071514183,-0.7071514183,-0.5354330709,-0.5354330709,0.5354330709,b
0.7653799759,0.7653799759,0.1849770326,0.7385524372,0.3588626292,0.7385524372,0.3057591433,0.4190031153,0.4190031153,0.6118881119,0.6118881119,0.6118881119,0.5540935673,0.5540935673,0.4273612865,0.9318746892,0.9318746892,0.9318746892,0.5848896435,0.4355556197,0.5848896435,0.7590775798,0.846740638,0.5472315395,0.9534883721,0.3647569767,0.9534883721,0.07650671195,0.7071514183,-0.1228322014,0.5354330709,-0.4357514961,0.5354330709,g
1.87E-16,0.7653799759,0.7653799759,0.7385524372,-0.7385524372,0.7385524372,0.4190031153,-0.4190031153,0.4190031153,0,-1.50E-16,0.6118881119,0.5540935673,-1.36E-16,-3.32E-32,0,2.28E-16,-0.9318746892,0.5848896435,-0.5848896435,0.5848896435,0.846740638,0.846740638,0.846740638,-0.9534883721,0.9534883721,0.9534883721,0.7071514183,0.7071514183,0.7071514183,-0.5354330709,-0.5354330709,0.5354330709,b
0.7653799759,0.7653799759,-0.05054569361,0.7385524372,0.4648227474,0.7385524372,0.04004412773,0.4190031153,0.08497383178,0.6118881119,-0.6118881119,0.6118881119,-0.2247348099,0.5540935673,-0.08782937135,0.9318746892,0.04561526604,0.9318746892,-0.3599293888,0.5848896435,-0.155422725,0.846740638,-0.846740638,0.846740638,-0.5534237209,0.9534883721,-0.7758725581,0.7071514183,-0.7071514183,0.7071514183,-0.4206094488,0.5354330709,-0.2583571654,g
1.87E-16,0.7653799759,-0.7653799759,0.7385524372,0.7385524372,0.7385524372,0.4190031153,0.4190031153,0.4190031153,0.6118881119,0.6118881119,0.6118881119,-0.5540935673,0.5540935673,-0.5540935673,0.9318746892,0.9318746892,0.9318746892,-0.5848896435,0.5848896435,0.5848896435,0.846740638,0.846740638,0.846740638,-0.9534883721,0.9534883721,0.9534883721,0.7071514183,-0.7071514183,0.7071514183,0.5354330709,0.5354330709,-0.5354330709,b
0.7653799759,0.7062696803,0.05973025332,0.6844830133,0.1200221566,0.6624963072,0.1031501869,0.3524277103,0.1474765265,0.482173951,0.2581923077,0.4327027972,0.2603297807,0.3922760819,0.312929883,0.5634021183,0.5982635505,0.477557822,0.3797337521,0.2333885144,0.3917298387,0.2898562552,0.5786879542,0.2006182594,0.7260432558,0.178922093,0.7044848837,0.06855125849,0.5023462245,0.01934059129,0.4126689764,-0.02154047244,0.3721741732,g
0.7653799759,0.5219738359,-0.132517889,0.6080649926,0.1618020679,0.3444830133,0.1376928037,0.1080818536,0.2442955763,0.6118881119,-0.09297027972,0.006486013986,0.2466990789,0.005873391813,0.2153706287,0.1740835107,0.3836341721,0.09847119841,0.2126249321,0.02529647708,0.1798243209,-0.0007027947295,0.2111432455,-0.02423371706,0.1850244186,-0.04113348837,0.1380746512,-0.03379476628,0.07318310028,-0.03242289253,0.03782299213,-0.02148692913,0.02455496063,b
0.7653799759,0.5729022195,-0.02151483112,0.4850812408,-0.0382422452,0.5954283604,0.01177817757,0.3601206075,0.01053792835,0.3883164336,0.05340559441,0.4380996503,0.04344093567,0.4049149561,0.02869096491,0.7319875684,-0.2591636698,0.614813645,-0.008650517827,0.4602964516,0.04066737691,0.2930992718,-0.1578239875,0.5536413662,0.02680255814,0.5817137209,-0.06328302326,0.3786795845,-0.149590811,0.4173890531,-0.07524440945,0.3017754331,0.01584346457,g
0.7653799759,0.2998682207,-0.04854805187,0.7198227474,0.03196454948,0.7385524372,0.4190031153,0.1500911059,0.0641032866,0.3333444056,0.07991258741,0.3767211538,-0.4548554094,0.3204655556,0.3762849415,0.6224084237,-0.09736226753,0.4346449925,-0.06765418506,0.3835355348,0.08651687606,0.7045644175,0.3854532732,0.398095111,0.1565437209,0.4701555814,0.1394953488,0.2295625649,-0.01847079505,0.2766234918,0.07239590551,0.184247874,0.06829448819,b
0.7653799759,0.5169912123,0.03465640531,0.5685450517,-0.07803545052,0.5713293944,0.01581317757,0.2767012773,-0.01897246106,0.3948391608,0.006926573427,0.4086923077,-0.07736254386,0.3993629386,-0.01254467836,0.7173664545,0.08087740428,0.5767092889,-0.04635250424,0.4436329457,-0.1390516638,0.6262663107,-0.1246148197,0.7189336061,-0.1439195349,0.7044944186,-0.05531186047,0.4723205753,0.01600990811,0.6110848981,0.02020724409,0.3919798425,0.004042519685,g
0.7653799759,0.5566378951,-0.03826899879,0.6590915805,0.02556868538,0.7385524372,0.3047283956,0.2780672274,-0.02475889408,0.2948199301,-0.1029073427,0.5005795455,0.05296580409,0.314824883,0.5540935673,0.4701773744,0.2033164197,0.6226600298,0.05848896435,0.5848896435,-0.175466893,0.8351910957,-0.846740638,0.4849537656,0.3120481395,0.5433167442,0.1399053488,0.2989341191,0.05785912905,0.3459879744,0.07840346457,0.5354330709,0.5354330709,b
0.7653799759,0.4412185947,-0.01200881182,0.2983161004,-1.43E-16,0.2838330871,0.05422319315,0.1676012461,-0.02464576324,0.3455393357,0.08638636364,0.2855498252,0.04562960526,0.2911706287,-0.03041973684,0.5408507509,0.01462111387,0.467763819,6.57E-17,0.2683590662,0.03899459253,0.4914397989,0.06972909154,0.4217107074,0.003737674419,0.4634048837,0.09572069767,0.3272343188,0.0582339193,0.3189111466,0.1259820472,0.2309697638,0.09238897638,g
0.7653799759,0.3209391315,0.09553472859,0.258493353,0.09231905465,0.171211226,0.1171323209,-0.01523495327,0.1856938006,0.02763898601,0.2214667832,-0.1168155594,0.1863749123,-0.07397149123,0.1513894444,0.02541222277,0.3769899055,-0.3240407857,0.07443890492,-0.1171416978,0.0297006961,-0.1577985853,0.3079087656,-0.1185690915,-0.04578651163,-0.09507232558,-0.06783116279,-0.7071514183,-0.7071514183,-0.02062053536,-0.03996472441,-0.002816377953,-0.03380724409,b
0.7653799759,0.6758687877,-0.1683529795,0.7385524372,0.268633678,0.6085893648,0.08047373832,0.3565129907,0.02472537383,0.5541136364,-0.02626223776,0.5212858392,0.1385233918,0.4316222661,0.1403075731,0.6449131974,0.5399281949,0.6619105917,0.2284344992,0.4279988455,0.1612833192,0.846740638,0.2952669279,0.4806099861,0.496185814,0.6656397674,0.5075895349,0.5720925689,0.4142775869,0.3042589692,0.3797451969,0.2803581102,0.2901244094,g
0.7653799759,0.6471823462,-0.06566960193,-0.2344534712,-0.5949261448,-0.0661816839,-0.2364644081,0.3379176324,0.01917358255,0.5477255245,-0.004668706294,-0.1131625874,0.3544314912,-0.1109239912,-0.3771437865,0.7986259274,-0.1057118647,0.7266665639,-0.09199729202,-0.04070247029,0.2971824278,-0.2889756449,0.685301068,0.6683493204,-0.03545069767,0.6758516279,-0.2411181395,0.5507578106,-0.09977199361,-0.1510051139,-0.4185480315,-0.09902299213,-0.3205477165,b
0.7653799759,0.5424247889,-0.1896841194,0.4752437223,0.03211225997,0.3339512555,0.1603147819,0.2732612617,0.07651415888,0.3059440559,0.1649466783,0.3538304196,-0.1276797807,0.2794570906,0.2095914327,0.3605982297,-0.3970624863,0.3362856191,-0.1525801613,0.1576687012,0.06866019525,0.4508555201,-0.03255717753,0.2650636893,-0.1160776744,0.4760767442,-0.04065674419,0.3418935677,-0.03145409509,0.4550377946,-0.1350201575,0.2700456693,0.07915307087,g
0.7653799759,-0.4146828709,0.1137431182,-0.2492319055,0.5419128508,0.3841358936,-0.05837551402,0.1336159034,-0.02853830218,0.126923951,-0.09282342657,0.2898391608,0.04974652047,0.3122151023,-0.08577368421,0.1529113178,0.4212166783,0.3144704326,0.01992134126,0.2951587097,0.04164999151,-0.5400257767,-0.5216769071,0.846740638,0.625822093,0.3942483721,-0.3825013953,-0.1072748702,0.07881909708,0.01696456252,0.2988787402,0.2818091339,-0.0480711811,b
0.7653799759,0.2235062606,0.1039539083,0.3347932053,0.1241358936,0.3824446086,-0.002132725857,0.2205297196,0.08750042056,0.3210087413,-0.1018059441,0.2898391608,-0.02634160819,0.3076216667,0.0216373538,0.7610061462,-0.2088424366,0.3955342118,-0.02482271647,0.2045651528,0.03872554329,0.238636914,-0.1768248474,0.4380273994,-0.0302827907,0.4802625581,-0.03195139535,0.2449218937,0.06963320016,0.5006490611,-0.01000188976,0.2118119685,-0.01727307087,g
0.7653799759,0.6058518275,0.1289741797,0,-1.02E-16,0.4175849335,0.02880227414,0.1653721495,0.4190031153,0.2347141608,0.6091774476,-0.01492395105,0.2948608918,0.1314586988,0.07125643275,-0.02479718548,0.8864178419,-0.475237454,0.496699983,-0.05965874363,0.2269547284,-0.3604744244,0.2008892164,-0.7753942718,0.7695604651,-0.3255781395,0.8414344186,-0.7071514183,0.4907701558,-0.7071514183,0.06885669291,-1.69E-17,-4.13E-33,b
0.7653799759,0.6897298191,0.1271066526,0.5856646972,0.2760635155,0.5390694239,0.2116594237,0.2504968224,0.305859704,0.2710847902,0.4965594406,0.1493741259,0.4847930848,0.03567254386,0.4711900877,-0.1175187171,0.8144212034,-0.2678114669,0.4656715874,-0.2727632852,0.3855826486,-0.4837852635,0.4555888003,-0.5771299515,0.3809281395,-0.685024186,0.2463337209,-0.5117584099,0.0793282461,-0.5054364762,-0.02958267717,-0.3624828346,-0.1065725984,g
0.7653799759,0.7478833896,0.1457972316,0.6106573117,0.3416469719,0.5300664697,0.2460889097,0.2009874143,0.3531274455,0.1921879371,0.5668715035,0.06295716783,0.5205432018,-0.0734395614,0.4670454678,-0.2983862755,0.8538208652,-0.4859260567,0.465133489,-0.3993275552,0.2895671647,-0.6554449931,0.2839714078,-0.7229132871,0.1701881395,-0.7943893023,-0.01294837209,-0.5824523372,-0.1366287255,-0.4758351179,-0.1802374803,-0.3209546457,-0.2661102362,g
0.7653799759,-0.7653799759,-0.7653799759,0,-9.19E-17,0.3752880355,-0.3289258255,0.2538572274,0.1378478349,-0.6118881119,-0.2531258741,6.20E-17,0,0,0,0.9318746892,-0.2489037295,0.3399665241,-0.3715102037,0.5677406791,-0.5848896435,-0.846740638,-0.846740638,0.846740638,-0.5683648837,-0.9534883721,-0.9534883721,-0.7071514183,-0.7071514183,0.7071514183,-0.5354330709,1.31E-16,3.21E-32,b
0.7653799759,0.5670241013,0.03807,0.5840029542,0.01878138848,0.5803175775,0.01589278816,0.2775057632,0.04168242991,0.4148662587,0.1906153846,0.4646311189,0.04071479532,0.4138801901,0.04677657895,0.6586583491,-0.07318011934,0.592793446,1.00E-16,0.4095455772,0.06641421902,0.5773331692,0.1031753467,0.567451706,0.1472662791,0.6117390698,0.1297506977,0.4646479824,0.1240272873,0.4225866161,0.07869259843,0.3076330709,0.08092535433,g
0.7653799759,0.7653799759,-0.7653799759,0,-1.41E-16,0.5756351551,-0.4159234424,0.3388980997,0.231067648,-0.2564545455,-0.5803942308,1.42E-16,0,0,0,0.6714995823,-0.7194631726,0.6851981402,-0.3526533616,8.64E-17,2.12E-32,0.1556478641,-0.846740638,-0.846740638,-0.9534883721,-0.9534883721,-0.9534883721,0.7071514183,-0.7071514183,0.7071514183,-0.5354330709,1.31E-16,3.21E-32,b
0.7653799759,0.7653799759,0.01308034379,0.7105982275,-0.02320531758,0.7385524372,-0.01439694704,0.4190031153,-0.02124764798,0.6059283217,-0.0433951049,0.6068277972,-0.04987950292,0.5540935673,-0.08714229532,0.9318746892,-0.1328573744,0.916126007,-0.06909301358,0.5848896435,-0.1083157131,0.846740638,-0.1631838558,0.8380276768,-0.2105588372,0.9200209302,-0.1930146512,0.6689581702,-0.1210855374,0.6819485417,-0.1207990551,0.4658856693,-0.1247344882,g
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34E-16,0.9534883721,-0.9534883721,0,0,0,0,0,0,b
0.7653799759,0.7324992521,-0.09257270808,0.4676366322,-0.09372230428,0.7117060561,-0.07643454829,0.4065419626,0.03544766355,0.5629554196,-0.006877622378,0.5111896853,-0.1369663889,0.5540935673,-0.1739576754,0.9250999602,-0.1977065341,0.9195553058,-0.1229321053,0.5848896435,-0.1588852716,0.7885356865,-0.3341069209,0.846740638,-0.1833844186,0.8466309302,-0.3009686047,0.5758192569,-0.1677928885,0.6300365561,-0.1705729134,0.3722919685,-0.2225955906,g
0.7653799759,0.2174367973,-0.2435286007,0,-1.23E-16,0.5035598227,-0.4190031153,0.1285585358,0.4015432555,0.3940192308,0.03939947552,0.2132307692,-0.4701373099,1.15E-16,2.82E-32,0.5506540726,-0.3353351069,0.4200518349,-0.4719006621,1.16E-16,2.83E-32,0,-5.03E-17,0.2052668655,0.1697495349,0.9534883721,-0.2275404651,0.04286044746,-0.3428623652,0.115180823,-0.3752100787,9.19E-17,2.25E-32,b
0.7653799759,0.7232075392,-0.3774165199,0.7385524372,-0.02726735598,0.7304135894,-0.3647505919,0.3774505763,0.2804890654,0.6118881119,-0.06182517483,0.6118881119,-0.06922290936,0.5540935673,-0.08320823099,0.9318746892,-0.1647647638,0.9318746892,-0.1198497368,0.5848896435,-0.1371683192,0.846740638,-0.2249874549,0.846740638,-0.2846353488,0.9534883721,-0.3175497674,0.7071514183,-0.2611580903,0.7071514183,-0.2181354331,0.5354330709,-0.2395474016,g
0.7653799759,-1.87E-16,-4.59E-32,0,0,0,0,0,0,0.3805638112,0.6118881119,-1.50E-16,0,0,0,0.340926355,-0.6704931576,0.5227630632,-0.5848896435,1.43E-16,3.51E-32,0,0,0,2.34E-16,0.9534883721,0.1046548837,0,0,0,0,0,0,b
0.7653799759,0.7611627322,0.004025898673,0.6209896603,-0.08355243722,0.651676514,-0.06884640187,0.415068676,-0.02621702492,0.5903741259,-0.04586713287,0.5214571678,0.0164344152,0.4829534942,-0.1155174269,0.874853277,-0.1209293784,0.916014182,-0.05225988964,0.525675416,0.0004386672326,0.7437431068,-0.04980528433,0.7905847989,-0.1894772093,0.8350555814,-0.1697781395,0.6668013584,-0.1172527767,0.5675102277,-0.1378258268,0.4100667717,-0.1488182677,g
0.7653799759,0.07757126055,0.08274522919,0,0,0,5.62E-17,0.229320405,0.345392648,0.1901809441,0.6118881119,-1.50E-16,0,0,0,0.346303272,-0.9318746892,0.3085250721,-0.5848896435,1.43E-16,3.51E-32,0,8.83E-17,-0.3604405548,-0.9534883721,0.9534883721,-0.9534883721,0.3917972433,-0.1672342389,4.10E-17,0,0,0,b
0.7653799759,0.7653799759,-0.4379810374,0.7322747415,-0.5418833087,0.6611373708,-0.4083185358,0.4190031153,-0.1500785358,0.6118881119,-0.1421354895,0.3848164336,-0.478747924,0.5540935673,-0.3187977339,0.9318746892,-0.7418002089,0.7154095177,-0.5202710357,0.5650092445,-0.5848896435,0.5937345354,-0.6341748682,0.5245219556,-0.7332706977,0.5127574419,-0.7435874419,0.5729340791,-0.7071514183,0.7071514183,-0.5354330709,0.1630125984,-0.4075288189,g
0.7653799759,0.5044542883,-0.481263275,0,0,0,7.93E-17,0.3237762773,0.4190031153,0.6118881119,-0.1715122378,4.20E-17,0,0,0,0.5788898757,-0.2117871606,0.7836227449,-0.5848896435,0.5848896435,-0.5848896435,0,0,0,2.34E-16,0.9534883721,-0.8956974419,-0.09107403116,-0.6589378346,1.61E-16,0,0,0,b
0.7653799759,0.6604004584,0.1477948733,0.5976366322,0.3039069424,0.4963293944,0.2337408879,0.2286039097,0.2931429595,0.2245935315,0.4988907343,0.1200340909,0.4746975,-0.02250173977,0.4780940936,-0.1606645152,0.7062212332,-0.317769269,0.3845473939,-0.2819109593,0.3280762988,-0.5099918863,0.347129792,-0.5015583495,0.2454946512,-0.60106,0.08407860465,-0.4047805433,-0.05527095485,-0.3879856972,-0.1066743307,-0.2297650394,-0.1710922835,g
0.7653799759,0.3214595899,-0.4668817853,0,-1.81E-16,0.7385524372,-0.4190031153,0.3771028037,0.4190031153,0.2631118881,0.3916083916,-9.59E-17,0,0,0,0.6243560418,-0.2702436599,0.7827747389,-0.5848896435,1.43E-16,3.51E-32,0,-4.36E-17,0.177815534,0.648372093,0.9534883721,0.2097674419,0,0,0,0,0,0,b
0.7653799759,0.7653799759,0.1790606454,0.6750664697,0.3841432792,0.5762186115,0.3022856075,0.1996968847,0.3528928037,0.1691197552,0.561284965,0.05792744755,0.4889764912,-0.1217897661,0.5064636842,-0.3184029438,0.7037238091,-0.4786108404,0.3774117402,-0.3774117402,0.2609426655,-0.6274517476,0.2469265049,-0.5998141331,0.03423976744,-0.6839467442,-0.1138751163,-0.4593797044,-0.1992964842,-0.3624221734,-0.2382944882,-0.2004233071,-0.2854875591,g
0.7653799759,0.6991975694,0.6244429071,-0.53894387,0.7385524372,-0.2914771049,0.2335313863,0.02264711838,0.1245696262,-0.1138050699,-0.06266346154,-0.01932342657,-0.04970219298,0.007762850877,-0.01885580409,0.01032517156,-0.005004167081,0.003187011437,0.0005673429542,0.0002807470289,0.0004386672326,-2.54E-05,0.0001608807212,-2.54E-05,1.91E-05,-9.53E-06,2.34E-21,0,0,0,0,0,0,b
0.7653799759,0.164013275,-0.0728947889,0.2461816839,0.05275480059,0.1406794682,0.0798117134,0.09976464174,0.0399058567,0.2476678322,0.01456905594,0.1893916084,-0.02638593567,0.1715030409,-0.02638593567,0.2662459175,-0.1109396818,0.3106217902,0.02785244482,0.1810350424,-4.43E-17,0.1814480513,-0.100804473,0.3024049515,-0.04540511628,0.2108067442,-0.02183488372,0.1346982022,-6.24E-17,0.1201945266,-0.01089070866,0.07867653543,-0.01005007874,g
0.7653799759,0.7653799759,-0.1129241616,0.7385524372,0.03632200886,0.4237592319,-0.006867461059,0.2747571028,0.006867461059,0.5216101399,-0.02006381119,0.441361014,9.34E-17,0.3815045029,-0.09083255848,0.1833183889,-0.1374887916,0.6109184088,-0.1004606452,0.3931218761,0.01917853141,0.846740638,-0.2498562275,0.2637427739,-0.328247907,0.4994848837,-0.1937965116,0.2318537355,-0.02318749501,0.1970760288,-0.2369933858,0.2633259843,-0.03510834646,b
0.7653799759,0.7514653679,-1.84E-16,0.6545568685,0.02312407681,0.6369940916,0.01915682243,0.3352024922,-8.21E-17,0.4227596154,0.02781031469,0.4854903846,0.04674333333,0.4273058772,0.05307662281,0.5845370363,0.2372087021,0.6353708006,0.07443890492,0.4133649066,0.07374288625,0.5808979473,0.1142507143,0.6312028086,0.2166993023,0.6157723256,0.1438623256,0.4757219736,0.01928401918,0.4293469836,0.08815905512,0.3150488189,0.09143590551,g
0.7653799759,0.3006871773,0.4009136852,-0.5821565731,0.08376661743,-0.1228064993,-0.3200261994,0.2793368069,0.004986137072,0.5026232517,0.2476678322,-0.4113723776,0.1702674123,-0.1928079386,-0.3527802924,0.4326600995,0.1442169269,0.5103132173,0.03481263158,-0.3031483022,0.2629722326,-0.4034803814,-0.4029977393,0.2721678433,0.6697111628,0.4955374419,0.3704111628,0.404087535,0.2778115062,-0.388162485,-0.1601748031,0.1362195276,-0.2989697638,b
